term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
Percentage,percentage,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2086,45206175,0,0,2086,2086,0,0,2086,0,0,0,True,False,cell,Currency|Unit of measure
Number,number,unit,high,Predominantly appears exclusively in unit columns.,1229,100570774,0,0,1229,1229,0,0,1229,0,0,0,False,False,cell,Unit of measure
Thousand persons,thousand persons,unit,high,Predominantly appears exclusively in unit columns.,509,36497108,0,0,509,509,0,0,509,0,0,0,False,False,cell,Unit of measure
Euro,euro,unit,high,Matches a unit pattern and appears exclusively in unit columns.,319,12214087,0,0,319,319,0,0,319,0,0,0,True,False,cell,Currency|Unit of measure
Thousand tonnes,thousand tonnes,unit,high,Matches a unit pattern and appears exclusively in unit columns.,289,23523121,0,0,289,289,0,0,289,0,0,0,True,False,cell,Unit of measure
Million euro,million euro,unit,high,Matches a unit pattern and appears exclusively in unit columns.,232,15362808,0,0,232,232,0,0,232,0,0,0,True,False,cell,Currency|Unit of measure
Million units of national currency,million units of national currency,unit,high,Matches a unit pattern and appears exclusively in unit columns.,214,6671830,0,0,214,214,0,0,214,0,0,0,True,False,cell,Currency|Unit of measure
Thousand,thousand,unit,high,Predominantly appears exclusively in unit columns.,196,867347,0,0,196,196,0,0,196,0,0,0,False,False,cell,Unit of measure
Percentage of gross domestic product (GDP),percentage of gross domestic product (gdp),unit,high,Matches a unit pattern and appears exclusively in unit columns.,195,1347536,0,0,195,195,0,0,195,0,0,0,True,True,cell,Unit of measure
Person,person,unit,high,Predominantly appears exclusively in unit columns.,185,41584746,0,0,185,185,0,0,185,0,0,0,False,False,cell,Unit of measure
Rate,rate,unit,high,Predominantly appears exclusively in unit columns.,175,12610330,0,0,175,175,0,0,175,0,0,0,False,True,cell,Unit of measure
National currency,national currency,unit,high,Matches a unit pattern and appears exclusively in unit columns.,142,3644363,0,0,142,142,0,0,142,0,0,0,True,False,cell,Currency|Unit of measure
"Index, 2015=100","index, 2015=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,138,327652,0,0,138,138,0,0,138,0,0,0,True,False,cell,Unit of measure
Purchasing power standard (PPS),purchasing power standard (pps),unit,high,Matches a unit pattern and appears exclusively in unit columns.,123,2943702,0,0,123,123,0,0,123,0,0,0,True,False,cell,Unit of measure
Percentage of individuals,percentage of individuals,unit,high,Matches a unit pattern and appears exclusively in unit columns.,116,3159867,0,0,116,116,0,0,116,0,0,0,True,True,cell,Unit of measure
Percentage change on previous period,percentage change on previous period,unit,high,Matches a unit pattern and appears exclusively in unit columns.,97,510937,0,0,97,97,0,0,97,0,0,0,True,False,cell,Unit of measure
Percentage of total population,percentage of total population,unit,high,Matches a unit pattern and appears exclusively in unit columns.,94,280979,0,0,94,94,0,0,94,0,0,0,True,True,cell,Unit of measure
Tonne,tonne,unit,high,Matches a unit pattern and appears exclusively in unit columns.,93,2062662,0,0,93,93,0,0,93,0,0,0,True,False,cell,Unit of measure
Flight,flight,unit,high,Predominantly appears exclusively in unit columns.,92,1359052,0,0,92,92,0,0,92,0,0,0,False,False,cell,Unit of measure
Percentage change compared to same period in previous year,percentage change compared to same period in previous year,unit,high,Matches a unit pattern and appears exclusively in unit columns.,91,220040,0,0,91,91,0,0,91,0,0,0,True,False,cell,Unit of measure
Holding,holding,unit,high,Predominantly appears exclusively in unit columns.,88,41308786,0,0,88,88,0,0,88,0,0,0,False,False,cell,Unit of measure
Hectare,hectare,unit,high,Matches a unit pattern and appears exclusively in unit columns.,87,31620777,0,0,87,87,0,0,87,0,0,0,True,False,cell,Unit of measure
Percentage of total employment,percentage of total employment,unit,high,Matches a unit pattern and appears exclusively in unit columns.,87,3365197,0,0,87,87,0,0,87,0,0,0,True,True,cell,Unit of measure
"Index, 2021=100","index, 2021=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,78,228331,0,0,78,78,0,0,78,0,0,0,True,False,cell,Unit of measure
Million tonne-kilometre (TKM),million tonne-kilometre (tkm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,75,1535225,0,0,75,75,0,0,75,0,0,0,True,False,cell,Unit of measure
Per hundred thousand inhabitants,per hundred thousand inhabitants,unit,high,Predominantly appears exclusively in unit columns.,73,5305341,0,0,73,73,0,0,73,0,0,0,False,False,cell,Unit of measure
Purchasing Power Standard,purchasing power standard,unit,high,Matches a unit pattern and appears exclusively in unit columns.,71,3645812,0,0,71,71,0,0,71,0,0,0,True,False,cell,Currency
Thousand euro,thousand euro,unit,high,Matches a unit pattern and appears exclusively in unit columns.,59,1629204,0,0,59,59,0,0,59,0,0,0,True,False,cell,Unit of measure
Percentage of total,percentage of total,unit,high,Matches a unit pattern and appears exclusively in unit columns.,59,300386,0,0,59,59,0,0,59,0,0,0,True,True,cell,Unit of measure
"Index, 2010=100","index, 2010=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,55,171721,0,0,55,55,0,0,55,0,0,0,True,False,cell,Unit of measure
Passenger,passenger,unit,high,Predominantly appears exclusively in unit columns.,54,1691302,0,0,54,54,0,0,54,0,0,0,False,False,cell,Unit of measure
Hour,hour,unit,high,Predominantly appears exclusively in unit columns.,51,8689515,0,0,51,51,0,0,51,0,0,0,False,False,cell,Unit of measure
Million purchasing power standards (PPS),million purchasing power standards (pps),unit,high,Matches a unit pattern and appears exclusively in unit columns.,50,235605,0,0,50,50,0,0,50,0,0,0,True,False,cell,Unit of measure
Coefficient of variation for absolute value,coefficient of variation for absolute value,unit,high,Predominantly appears exclusively in unit columns.,47,87631,0,0,47,47,0,0,47,0,0,0,False,False,cell,Unit of measure
PC,pc,unit,high,Predominantly appears exclusively in unit columns.,46,484045,0,0,46,46,0,0,46,0,0,0,False,False,cell,unit
Percentage of population in the labour force,percentage of population in the labour force,unit,high,Matches a unit pattern and appears exclusively in unit columns.,41,91919,0,0,41,41,0,0,41,0,0,0,True,True,cell,Unit of measure
Euro per inhabitant,euro per inhabitant,unit,high,Matches a unit pattern and appears exclusively in unit columns.,40,103648,0,0,40,40,0,0,40,0,0,0,True,False,cell,Unit of measure
Percentage of enterprises,percentage of enterprises,unit,high,Matches a unit pattern and appears exclusively in unit columns.,38,1106572,0,0,38,38,0,0,38,0,0,0,True,True,cell,Unit of measure
Gross operating surplus - million euro,gross operating surplus - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,38,653070,0,0,38,0,38,0,0,38,0,0,True,False,cell,Economical indicator for structural business statistics
Seats and berths,seats and berths,unit,high,Predominantly appears exclusively in unit columns.,38,250542,0,0,38,38,0,0,38,0,0,0,False,False,cell,Unit of measure
500 000 euros or over,500 000 euros or over,unit,medium,Matches a unit pattern but appears in a mixed context.,37,5220321,0,0,37,0,0,37,0,0,37,0,True,False,cell,Standard output in Euros
Percentage of individuals who used internet within the last year,percentage of individuals who used internet within the last year,unit,high,Matches a unit pattern and appears exclusively in unit columns.,37,1342827,0,0,37,37,0,0,37,0,0,0,True,True,cell,Unit of measure
Gross investment in tangible goods - million euro,gross investment in tangible goods - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,37,539219,0,0,37,0,37,0,0,37,0,0,True,False,cell,Economical indicator for structural business statistics
Wages and Salaries - million euro,wages and salaries - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,37,338174,0,0,37,0,37,0,0,37,0,0,True,False,cell,Economical indicator for structural business statistics
"Current prices, million euro","current prices, million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,37,207029,0,0,37,37,0,0,37,0,0,0,True,True,cell,Unit of measure
Zero euros,zero euros,unit,medium,Matches a unit pattern but appears in a mixed context.,36,2339600,0,0,36,0,0,36,0,0,36,0,True,False,cell,Standard output in Euros
TLW,tlw,unit,high,Predominantly appears exclusively in unit columns.,36,802335,0,0,36,36,0,0,36,0,0,0,False,False,cell,unit
Growth rate on previous period (t/t-1),growth rate on previous period (t/t-1),unit,high,Predominantly appears exclusively in unit columns.,36,14091,0,0,36,36,0,0,36,0,0,0,False,True,cell,Unit of measure
Year,year,unit,high,Predominantly appears exclusively in unit columns.,35,459260,0,0,35,35,0,0,35,0,0,0,False,False,cell,Unit of measure
Percentage of individuals who used internet in the last 3 months,percentage of individuals who used internet in the last 3 months,unit,high,Matches a unit pattern and appears exclusively in unit columns.,34,1580121,0,0,34,34,0,0,34,0,0,0,True,True,cell,Unit of measure
Participation rate (%),participation rate (%),unit,high,Predominantly appears exclusively in unit columns.,34,334628,0,0,34,34,0,0,34,0,0,0,False,True,cell,Unit of measure
Time spent (hh:mm),time spent (hh:mm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,34,252441,0,0,34,34,0,0,34,0,0,0,True,False,cell,Unit of measure
"Current prices, million units of national currency","current prices, million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,34,217160,0,0,34,34,0,0,34,0,0,0,True,True,cell,Unit of measure
Participation time (hh:mm),participation time (hh:mm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,33,252773,0,0,33,33,0,0,33,0,0,0,True,False,cell,Unit of measure
Percentage of households,percentage of households,unit,high,Matches a unit pattern and appears exclusively in unit columns.,32,56467,0,0,32,32,0,0,32,0,0,0,True,True,cell,Unit of measure
Percentage change m/m-12 (NSA),percentage change m/m-12 (nsa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,31,476,0,0,31,31,0,0,31,0,0,0,True,False,cell,Unit of measure
Million cubic metres,million cubic metres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,30,77054,0,0,30,30,0,0,30,0,0,0,True,False,cell,Unit of measure
PC_ENT,pc_ent,unit,high,Predominantly appears exclusively in unit columns.,28,129474,0,0,28,28,0,0,28,0,0,0,False,False,cell,unit
Tonnes product weight,tonnes product weight,unit,high,Matches a unit pattern and appears exclusively in unit columns.,27,482286,0,0,27,27,0,0,27,0,0,0,True,False,cell,Unit of measure
Euro per tonne,euro per tonne,unit,high,Matches a unit pattern and appears exclusively in unit columns.,27,439475,0,0,27,27,0,0,27,0,0,0,True,False,cell,Unit of measure
Purchasing power standard (PPS) per inhabitant,purchasing power standard (pps) per inhabitant,unit,high,Matches a unit pattern and appears exclusively in unit columns.,27,40194,0,0,27,27,0,0,27,0,0,0,True,False,cell,Unit of measure
Percentage of enterprises where persons employed have access to the internet,percentage of enterprises where persons employed have access to the internet,unit,high,Matches a unit pattern and appears exclusively in unit columns.,26,622088,0,0,26,26,0,0,26,0,0,0,True,True,cell,Unit of measure
Gigawatt-hour,gigawatt-hour,unit,high,Predominantly appears exclusively in unit columns.,26,553754,0,0,26,26,0,0,26,0,0,0,False,False,cell,Unit of measure
Thousand tonnes of oil equivalent,thousand tonnes of oil equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,25,534690,0,0,25,25,0,0,25,0,0,0,True,False,cell,Unit of measure
Percentage change m/m-12,percentage change m/m-12,unit,high,Matches a unit pattern and appears exclusively in unit columns.,25,6190,0,0,25,25,0,0,25,0,0,0,True,False,cell,Unit of measure
Kilometre,kilometre,unit,high,Matches a unit pattern and appears exclusively in unit columns.,25,5807,0,0,25,25,0,0,25,0,0,0,True,False,cell,Unit of measure
NR,nr,unit,high,Predominantly appears exclusively in unit columns.,24,688003,0,0,24,20,0,4,20,0,4,0,False,False,cell,partner|unit
MIO_EUR,mio_eur,unit,high,Predominantly appears exclusively in unit columns.,24,329606,0,0,24,24,0,0,24,0,0,0,False,False,cell,unit
Percentage change m/m-1,percentage change m/m-1,unit,high,Matches a unit pattern and appears exclusively in unit columns.,24,3612,0,0,24,24,0,0,24,0,0,0,True,False,cell,Unit of measure
"Index, 2021=100 (SCA)","index, 2021=100 (sca)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,24,1011,0,0,24,24,0,0,24,0,0,0,True,False,cell,Unit of measure
Kilograms per capita,kilograms per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,23,303344,0,0,23,23,0,0,23,0,0,0,True,False,cell,Unit of measure
Per million inhabitants,per million inhabitants,unit,high,Predominantly appears exclusively in unit columns.,23,165583,0,0,23,23,0,0,23,0,0,0,False,False,cell,Unit of measure
Currency and deposits,currency and deposits,unit,medium,Matches a unit pattern but appears in a mixed context.,23,72284,0,0,23,0,0,23,0,0,23,0,True,False,cell,National accounts indicator (ESA 2010)
"Chain linked volumes, percentage change on previous period","chain linked volumes, percentage change on previous period",unit,high,Matches a unit pattern and appears exclusively in unit columns.,23,60860,0,0,23,23,0,0,23,0,0,0,True,False,cell,Unit of measure
"Index, 2000=100","index, 2000=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,23,31270,0,0,23,23,0,0,23,0,0,0,True,False,cell,Unit of measure
Percentage of disposable income,percentage of disposable income,unit,high,Matches a unit pattern and appears exclusively in unit columns.,22,105348,0,0,22,22,0,0,22,0,0,0,True,True,cell,Unit of measure
"Relative value, relating to innovating enterprises","relative value, relating to innovating enterprises",unit,high,Predominantly appears exclusively in unit columns.,22,23590,0,0,22,22,0,0,22,0,0,0,False,False,cell,Unit of measure
Percentage change m/m-1 (SCA),percentage change m/m-1 (sca),unit,high,Matches a unit pattern and appears exclusively in unit columns.,22,794,0,0,22,22,0,0,22,0,0,0,True,False,cell,Unit of measure
Terajoule (gross calorific value - GCV),terajoule (gross calorific value - gcv),unit,high,Predominantly appears exclusively in unit columns.,21,114556,0,0,21,21,0,0,21,0,0,0,False,False,cell,Unit of measure
Square kilometre,square kilometre,unit,high,Matches a unit pattern and appears exclusively in unit columns.,21,73625,0,0,21,21,0,0,21,0,0,0,True,False,cell,Unit of measure
Million vehicle-kilometres (VKM),million vehicle-kilometres (vkm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,21,37272,0,0,21,21,0,0,21,0,0,0,True,False,cell,Unit of measure
Thousand heads (animals),thousand heads (animals),unit,high,Predominantly appears exclusively in unit columns.,21,35019,0,0,21,21,0,0,21,0,0,0,False,False,cell,Unit of measure
Trade balance in million ECU/EURO,trade balance in million ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,21,5174,0,0,21,0,21,0,0,21,0,0,True,False,cell,External trade indicator
Percentage change m/m-12 (CA),percentage change m/m-12 (ca),unit,high,Matches a unit pattern and appears exclusively in unit columns.,21,776,0,0,21,21,0,0,21,0,0,0,True,False,cell,Unit of measure
Terajoule,terajoule,unit,high,Predominantly appears exclusively in unit columns.,20,1161977,0,0,20,20,0,0,20,0,0,0,False,False,cell,Unit of measure
Investment per person employed - thousands euro,investment per person employed - thousands euro,unit,medium,Matches a unit pattern but appears in a mixed context.,20,291291,0,0,20,0,20,0,0,20,0,0,True,False,cell,Economical indicator for structural business statistics
"Coefficient of variation for relative value, relating to innovating enterprises","coefficient of variation for relative value, relating to innovating enterprises",unit,high,Predominantly appears exclusively in unit columns.,20,23157,0,0,20,20,0,0,20,0,0,0,False,False,cell,Unit of measure
Exports in million of ECU/EURO,exports in million of ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,20,5145,0,0,20,0,20,0,0,20,0,0,True,False,cell,External trade indicator
Imports in million of ECU/EURO,imports in million of ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,20,5145,0,0,20,0,20,0,0,20,0,0,True,False,cell,External trade indicator
Million euro (SCA),million euro (sca),unit,high,Matches a unit pattern and appears exclusively in unit columns.,20,710,0,0,20,20,0,0,20,0,0,0,True,False,cell,Unit of measure
Twenty-foot equivalent unit (TEU),twenty-foot equivalent unit (teu),unit,high,Predominantly appears exclusively in unit columns.,19,3214795,0,0,19,19,0,0,19,0,0,0,False,False,cell,Unit of measure
Percentage of the enterprises which use a computer,percentage of the enterprises which use a computer,unit,high,Matches a unit pattern and appears exclusively in unit columns.,19,363717,0,0,19,19,0,0,19,0,0,0,True,True,cell,Unit of measure
Full-time equivalent (FTE),full-time equivalent (fte),unit,high,Predominantly appears exclusively in unit columns.,19,139326,0,0,19,19,0,0,19,0,0,0,False,False,cell,Unit of measure
EUR,eur,unit,high,Predominantly appears exclusively in unit columns.,19,114631,0,0,19,13,0,6,13,0,6,0,False,False,cell,currency|partner|unit
Euro: Standard output (SO),euro: standard output (so),unit,medium,Matches a unit pattern but appears in a mixed context.,19,92140,0,0,19,0,0,19,0,0,19,0,True,False,cell,Eurofarm indicators
PC_ENT_IUSE,pc_ent_iuse,unit,high,Predominantly appears exclusively in unit columns.,19,64645,0,0,19,19,0,0,19,0,0,0,False,False,cell,unit
PC_ENT_CUSE,pc_ent_cuse,unit,high,Predominantly appears exclusively in unit columns.,19,54495,0,0,19,19,0,0,19,0,0,0,False,False,cell,unit
Index,index,unit,high,Predominantly appears exclusively in unit columns.,19,2845,1,0,18,18,0,0,18,0,0,0,False,False,cell|header,Index|Unit of measure
Percentage change q/q-4 (NSA),percentage change q/q-4 (nsa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,18,744,0,0,18,18,0,0,18,0,0,0,True,False,cell,Unit of measure
Rating (0-10),rating (0-10),unit,high,Predominantly appears exclusively in unit columns.,17,156844,0,0,17,17,0,0,17,0,0,0,False,False,cell,Unit of measure
"Chain linked volumes (2020), million euro","chain linked volumes (2020), million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,17,105607,0,0,17,17,0,0,17,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes (2010), million euro","chain linked volumes (2010), million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,17,70988,0,0,17,17,0,0,17,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes, index 2010=100","chain linked volumes, index 2010=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,17,64875,0,0,17,17,0,0,17,0,0,0,True,False,cell,Unit of measure
Head count,head count,unit,high,Predominantly appears exclusively in unit columns.,17,57119,0,0,17,17,0,0,17,0,0,0,False,False,cell,Unit of measure
Percentage of persons employed and previously employed within 12 months,percentage of persons employed and previously employed within 12 months,unit,high,Matches a unit pattern and appears exclusively in unit columns.,17,34094,0,0,17,17,0,0,17,0,0,0,True,True,cell,Unit of measure
Ratio,ratio,unit,high,Predominantly appears exclusively in unit columns.,17,3060,0,0,17,17,0,0,17,0,0,0,False,True,cell,Unit of measure
Percentage change q/q-1 (SCA),percentage change q/q-1 (sca),unit,high,Matches a unit pattern and appears exclusively in unit columns.,17,629,0,0,17,17,0,0,17,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes (2015), million units of national currency","chain linked volumes (2015), million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,108041,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes (2015), million euro","chain linked volumes (2015), million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,107965,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes (2020), million units of national currency","chain linked volumes (2020), million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,104821,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes, index 2015=100","chain linked volumes, index 2015=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,62643,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
Standardised percentage,standardised percentage,unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,17640,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
Inhabitants per ...,inhabitants per ...,unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,7328,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
Percentage change q/q-4 (SCA),percentage change q/q-4 (sca),unit,high,Matches a unit pattern and appears exclusively in unit columns.,16,594,0,0,16,16,0,0,16,0,0,0,True,False,cell,Unit of measure
Annual working unit (AWU),annual working unit (awu),unit,high,Predominantly appears exclusively in unit columns.,15,4475779,0,0,15,15,0,0,15,0,0,0,False,False,cell,Unit of measure
Purchases of goods and services purchased for resale in the same condition as received - million euro,purchases of goods and services purchased for resale in the same condition as received - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,15,389821,0,0,15,0,15,0,0,15,0,0,True,False,cell,Economical indicator for structural business statistics
Day,day,unit,high,Predominantly appears exclusively in unit columns.,15,214603,0,0,15,15,0,0,15,0,0,0,False,False,cell,Unit of measure
"Previous year prices, million units of national currency","previous year prices, million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,76805,0,0,15,15,0,0,15,0,0,0,True,True,cell,Unit of measure
"Previous year prices, million euro","previous year prices, million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,76701,0,0,15,15,0,0,15,0,0,0,True,True,cell,Unit of measure
"Chain linked volumes (2010), million units of national currency","chain linked volumes (2010), million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,69076,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
"Chain linked volumes (2005), million euro","chain linked volumes (2005), million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,66063,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
Percentage of unemployment,percentage of unemployment,unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,61614,0,0,15,15,0,0,15,0,0,0,True,True,cell,Unit of measure
Tonnes per capita,tonnes per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,56714,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
Bedplaces,bedplaces,unit,high,Predominantly appears exclusively in unit columns.,15,44680,0,0,15,13,0,2,13,0,2,0,False,False,cell,Accommodation unit|Mode of accommodation
Thousand passengers,thousand passengers,unit,high,Predominantly appears exclusively in unit columns.,15,11062,0,0,15,15,0,0,15,0,0,0,False,False,cell,Unit of measure
"Index, 2021=100 (NSA)","index, 2021=100 (nsa)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,868,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
Percentage change m/m-1 (NSA),percentage change m/m-1 (nsa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,389,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
Growth rate on the same quarter in previous year,growth rate on the same quarter in previous year,unit,high,Predominantly appears exclusively in unit columns.,15,234,0,0,15,15,0,0,15,0,0,0,False,True,cell,Unit of measure
Trade value in million euro (SA),trade value in million euro (sa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,15,30,0,0,15,15,0,0,15,0,0,0,True,False,cell,Unit of measure
Incidence rate,incidence rate,unit,high,Predominantly appears exclusively in unit columns.,14,4114312,0,0,14,14,0,0,14,0,0,0,False,True,cell,Unit of measure
Percentage of employees,percentage of employees,unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,140662,0,0,14,14,0,0,14,0,0,0,True,True,cell,Unit of measure
"Chain linked volumes (2005), million units of national currency","chain linked volumes (2005), million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,65731,0,0,14,14,0,0,14,0,0,0,True,False,cell,Unit of measure
Million purchasing power standards (PPS) at 2005 prices,million purchasing power standards (pps) at 2005 prices,unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,48576,0,0,14,14,0,0,14,0,0,0,True,True,cell,Unit of measure
Purchasing power standard (PPS) per inhabitant at constant 2005 prices,purchasing power standard (pps) per inhabitant at constant 2005 prices,unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,48232,0,0,14,14,0,0,14,0,0,0,True,True,cell,Unit of measure
Percentage of persons employed and previously employed,percentage of persons employed and previously employed,unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,42279,0,0,14,14,0,0,14,0,0,0,True,True,cell,Unit of measure
"Index, 2005=100","index, 2005=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,32470,0,0,14,14,0,0,14,0,0,0,True,False,cell,Unit of measure
Percentual share of total current health expenditure (CHE),percentual share of total current health expenditure (che),unit,high,Predominantly appears exclusively in unit columns.,14,24571,0,0,14,14,0,0,14,0,0,0,False,True,cell,Unit of measure
Rolling 4-quarter growth rate,rolling 4-quarter growth rate,unit,high,Predominantly appears exclusively in unit columns.,14,197,0,0,14,14,0,0,14,0,0,0,False,True,cell,Unit of measure
Percentage change m/m-1 (SA),percentage change m/m-1 (sa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,14,28,0,0,14,14,0,0,14,0,0,0,True,False,cell,Unit of measure
Livestock unit (LSU),livestock unit (lsu),unit,high,Predominantly appears exclusively in unit columns.,13,6650019,0,0,13,13,0,0,13,0,0,0,False,False,cell,Unit of measure
"Chain linked volumes, index 2020=100","chain linked volumes, index 2020=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,13,59762,0,0,13,13,0,0,13,0,0,0,True,False,cell,Unit of measure
Payments for agency workers - million euro,payments for agency workers - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,13,37048,0,0,13,0,13,0,0,13,0,0,True,False,cell,Economical indicator for structural business statistics
Thousand units of national currency,thousand units of national currency,unit,high,Matches a unit pattern and appears exclusively in unit columns.,13,20893,0,0,13,13,0,0,13,0,0,0,True,False,cell,Unit of measure
Thousand cubic metres,thousand cubic metres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,13,11747,0,0,13,13,0,0,13,0,0,0,True,False,cell,Unit of measure
"Purchasing power standard (PPS, EU27 from 2020)","purchasing power standard (pps, eu27 from 2020)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,13,8137,0,0,13,13,0,0,13,0,0,0,True,False,cell,Unit of measure
Million euro (NSA),million euro (nsa),unit,high,Matches a unit pattern and appears exclusively in unit columns.,13,513,0,0,13,13,0,0,13,0,0,0,True,False,cell,Unit of measure
"Price index (implicit deflator), 2015=100, national currency","price index (implicit deflator), 2015=100, national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,61293,0,0,12,12,0,0,12,0,0,0,True,True,cell,Unit of measure
"Price index (implicit deflator), 2010=100, euro","price index (implicit deflator), 2010=100, euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,60225,0,0,12,12,0,0,12,0,0,0,True,True,cell,Unit of measure
"Price index (implicit deflator), 2010=100, national currency","price index (implicit deflator), 2010=100, national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,60215,0,0,12,12,0,0,12,0,0,0,True,True,cell,Unit of measure
Exports to non-members of the euro area,exports to non-members of the euro area,unit,medium,Matches a unit pattern but appears in a mixed context.,12,47716,0,0,12,0,0,12,0,0,12,0,True,False,cell,Industries and final uses|Products and final uses
Exports to members of the euro area,exports to members of the euro area,unit,medium,Matches a unit pattern but appears in a mixed context.,12,46900,0,0,12,0,0,12,0,0,12,0,True,False,cell,Industries and final uses|Products and final uses
Percentage of extended labour force,percentage of extended labour force,unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,42026,0,0,12,12,0,0,12,0,0,0,True,True,cell,Unit of measure
Per thousand inhabitants,per thousand inhabitants,unit,high,Predominantly appears exclusively in unit columns.,12,22511,0,0,12,12,0,0,12,0,0,0,False,False,cell,Unit of measure
Annual average rate of change,annual average rate of change,unit,high,Predominantly appears exclusively in unit columns.,12,19961,0,0,12,12,0,0,12,0,0,0,False,True,cell,Unit of measure
Euro per inhabitant (at constant 2010 prices),euro per inhabitant (at constant 2010 prices),unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,14841,0,0,12,12,0,0,12,0,0,0,True,True,cell,Unit of measure
"Relative value, relating to all enterprises","relative value, relating to all enterprises",unit,high,Predominantly appears exclusively in unit columns.,12,5923,0,0,12,12,0,0,12,0,0,0,False,False,cell,Unit of measure
US dollar,us dollar,unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,1882,0,0,12,12,0,0,12,0,0,0,True,False,cell,Currency
