term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
"Aguja Km.0,8 - Cartagena","aguja km.0,8 - cartagena",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Aguja Km.0,8 - Escombreras","aguja km.0,8 - escombreras",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Altsasu - Bif. Km.231,5","altsasu - bif. km.231,5",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Altsasu - Bif. Km.534,0","altsasu - bif. km.534,0",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Badajoz - Km 517,6 Frntera","badajoz - km 517,6 frntera",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif El Burgo - Aguja Km. 545,4","bif el burgo - aguja km. 545,4",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif S Diego - Aguja Km. 545,4","bif s diego - aguja km. 545,4",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif. Km.231,5 - Altsasu","bif. km.231,5 - altsasu",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif. Km.231,5 - Bif. Km.534,0","bif. km.231,5 - bif. km.534,0",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif. Km.231,5 - Etxarri-Aranatz","bif. km.231,5 - etxarri-aranatz",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif. Km.534,0 - Altsasu","bif. km.534,0 - altsasu",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Bif. Km.534,0 - Bif. Km.231,5","bif. km.534,0 - bif. km.231,5",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Bif. Vallada - Xativa-Ag.Km.47,bif. vallada - xativa-ag.km.47,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"C.I.M. De Zarago - Cim-Ag. Km.337,1","c.i.m. de zarago - cim-ag. km.337,1",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"C.I.M. De Zarago - Cim-Aguja Km.0,7","c.i.m. de zarago - cim-aguja km.0,7",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Camb-Ag.Km.308,6 - Cbdor Plasencia","camb-ag.km.308,6 - cbdor plasencia",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Camb-Ag.Km.308,6 - Grisen","camb-ag.km.308,6 - grisen",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Camb-Ag.Km.308,6 - Ricla-La Almunia","camb-ag.km.308,6 - ricla-la almunia",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Cambiador Atocha - Aguja Km. 2.0,cambiador atocha - aguja km. 2.0,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cartagena - Aguja Km. 523,2","cartagena - aguja km. 523,2",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cartagena - Aguja Km.0,8","cartagena - aguja km.0,8",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cbdor Plasencia - Camb-Ag.Km.308,6","cbdor plasencia - camb-ag.km.308,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cbdor-Zarag-Delc - Cim-Ag. Km.337,1","cbdor-zarag-delc - cim-ag. km.337,1",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cim-Ag. Km.337,1 - C.I.M. De Zarago","cim-ag. km.337,1 - c.i.m. de zarago",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cim-Ag. Km.337,1 - Cbdor-Zarag-Delc","cim-ag. km.337,1 - cbdor-zarag-delc",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cim-Ag. Km.337,1 - Cim-Aguja Km.0,7","cim-ag. km.337,1 - cim-aguja km.0,7",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cim-Aguja Km.0,7 - C.I.M. De Zarago","cim-aguja km.0,7 - c.i.m. de zarago",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cim-Aguja Km.0,7 - Cim-Ag. Km.337,1","cim-aguja km.0,7 - cim-ag. km.337,1",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Cogullada - Mirafl-Ag Km 0,9","cogullada - mirafl-ag km 0,9",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Escombreras - Aguja Km.0,8","escombreras - aguja km.0,8",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Etxarri-Aranatz - Bif. Km.231,5","etxarri-aranatz - bif. km.231,5",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Gilet - Sagnt-A.Km.268,8","gilet - sagnt-a.km.268,8",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Grisen - Camb-Ag.Km.308,6","grisen - camb-ag.km.308,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Km 517,6 Frntera - Badajoz","km 517,6 frntera - badajoz",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Km.428,5 (Front) - Valencia Alcant","km.428,5 (front) - valencia alcant",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
L Alcudia - Xativa-Ag.Km.47,l alcudia - xativa-ag.km.47,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"La Cartuja - Mira-Ag Km.345,6","la cartuja - mira-ag km.345,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Madrid At. Cerca - Aguja Km. 2.0,madrid at. cerca - aguja km. 2.0,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Madrid-S. Catal. - Aguja Km. 2.0,madrid-s. catal. - aguja km. 2.0,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Martorell - Aguja Km. 71,185","martorell - aguja km. 71,185",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Martorell-Seat - Aguja Km. 0,500","martorell-seat - aguja km. 0,500",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mira-Ag Km.345,6 - La Cartuja","mira-ag km.345,6 - la cartuja",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mira-Ag Km.345,6 - Mirafl-Ag Km 0,9","mira-ag km.345,6 - mirafl-ag km 0,9",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mira-Ag Km.345,6 - Miraflores","mira-ag km.345,6 - miraflores",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mirafl-Ag Km 0,9 - Cogullada","mirafl-ag km 0,9 - cogullada",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mirafl-Ag Km 0,9 - Mira-Ag Km.345,6","mirafl-ag km 0,9 - mira-ag km.345,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Mirafl-Ag Km 0,9 - Miraflores","mirafl-ag km 0,9 - miraflores",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Miraflores - Mira-Ag Km.345,6","miraflores - mira-ag km.345,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Miraflores - Mirafl-Ag Km 0,9","miraflores - mirafl-ag km 0,9",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Port Aventura - Ag.Clas.Km.272,port aventura - ag.clas.km.272,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Ricla-La Almunia - Camb-Ag.Km.308,6","ricla-la almunia - camb-ag.km.308,6",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"S. Sadurni - Aguja Km. 70,477","s. sadurni - aguja km. 70,477",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Sagnt-A.Km.268,8 - Gilet","sagnt-a.km.268,8 - gilet",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Sagnt-A.Km.268,8 - Sagunt","sagnt-a.km.268,8 - sagunt",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Sagunt - Sagnt-A.Km.268,8","sagunt - sagnt-a.km.268,8",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Tarragona - Ag.Clas.Km 100.4,tarragona - ag.clas.km 100.4,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Valchillon - Aguja Km. 1,337","valchillon - aguja km. 1,337",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Valencia Alcant - Km.428,5 (Front)","valencia alcant - km.428,5 (front)",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
"Villaverde-Orca. - Aguja Km 8,640","villaverde-orca. - aguja km 8,640",unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Xativa - Xativa-Ag.Km.47,xativa - xativa-ag.km.47,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Xativa-Ag.Km.47 - Bif. Vallada,xativa-ag.km.47 - bif. vallada,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Xativa-Ag.Km.47 - L Alcudia,xativa-ag.km.47 - l alcudia,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Xativa-Ag.Km.47 - Xativa,xativa-ag.km.47 - xativa,unit,medium,Matches a unit pattern but appears in a mixed context.,4,12,0,0,4,0,0,4,0,0,4,0,True,False,cell,Rail network Segment (2015)|Rail network segment (2005)|Rail network segment (2010)|Rail network segment (2020)
Austrian schilling,austrian schilling,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Belgian franc,belgian franc,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Cyprus pound,cyprus pound,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Dutch guilder,dutch guilder,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Estonian Kroon,estonian kroon,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Finnish markka,finnish markka,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
French franc,french franc,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
German mark,german mark,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Greek drachma,greek drachma,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Irish pound,irish pound,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Italian lira,italian lira,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Latvian lats,latvian lats,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Lithuanian litas,lithuanian litas,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Luxembourg franc,luxembourg franc,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Maltese lira,maltese lira,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Portuguese escudo,portuguese escudo,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Slovak koruna,slovak koruna,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Slovenian tolar,slovenian tolar,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Spanish peseta,spanish peseta,unit,high,Predominantly appears exclusively in unit columns.,4,7,0,0,4,4,0,0,4,0,0,0,False,False,cell,Currency
Place,place,unit,high,Predominantly appears exclusively in unit columns.,3,4732543,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
First decile earnings in euro,first decile earnings in euro,unit,medium,Matches a unit pattern but appears in a mixed context.,3,678516,0,0,3,0,3,0,0,3,0,0,True,False,cell,Structure of earnings indicator
First decile earnings in PPS,first decile earnings in pps,unit,medium,Matches a unit pattern but appears in a mixed context.,3,678516,0,0,3,0,3,0,0,3,0,0,True,False,cell,Structure of earnings indicator
Ninth decile earnings in euro,ninth decile earnings in euro,unit,medium,Matches a unit pattern but appears in a mixed context.,3,675400,0,0,3,0,3,0,0,3,0,0,True,False,cell,Structure of earnings indicator
Ninth decile earnings in PPS,ninth decile earnings in pps,unit,medium,Matches a unit pattern but appears in a mixed context.,3,675400,0,0,3,0,3,0,0,3,0,0,True,False,cell,Structure of earnings indicator
100 percent,100 percent,unit,medium,Matches a unit pattern but appears in a mixed context.,3,641046,0,0,3,0,0,3,0,0,3,0,True,False,cell,Share of fodder area in utilised agricultural area|Size classes in percentage
EU institutions except the institutions of the euro area (aggregate changing according to the context),eu institutions except the institutions of the euro area (aggregate changing according to the context),unit,medium,Matches a unit pattern but appears in a mixed context.,3,248899,0,0,3,0,0,3,0,0,3,0,True,False,cell,Geopolitical entity (reporting)
"Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,233804,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Piglets, live weight of under 20 kg","piglets, live weight of under 20 kg",unit,medium,Matches a unit pattern but appears in a mixed context.,3,130485,0,0,3,0,0,3,0,0,3,0,True,False,cell,Live animals
Percentage of employees and self-employed who used internet within the last year,percentage of employees and self-employed who used internet within the last year,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,126769,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
Value of output - million euro,value of output - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,3,120721,0,0,3,0,3,0,0,3,0,0,True,False,cell,Economical indicator for structural business statistics
"Percentage of individuals who used a computer, ever","percentage of individuals who used a computer, ever",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,119916,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,115252,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
Wage adjusted labour productivity - percentage,wage adjusted labour productivity - percentage,unit,medium,Matches a unit pattern but appears in a mixed context.,3,75733,0,0,3,0,3,0,0,3,0,0,True,False,cell,Economical indicator for structural business statistics
RT,rt,unit,high,Predominantly appears exclusively in unit columns.,3,74712,0,0,3,3,0,0,3,0,0,0,False,False,cell,unit
Percentage of e-government users,percentage of e-government users,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,72045,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
THS_T,ths_t,unit,high,Predominantly appears exclusively in unit columns.,3,51728,0,0,3,3,0,0,3,0,0,0,False,False,cell,unit
MIO_TKM,mio_tkm,unit,high,Predominantly appears exclusively in unit columns.,3,36830,0,0,3,3,0,0,3,0,0,0,False,False,cell,unit
Percentage of turnover,percentage of turnover,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,29757,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
Thousand households,thousand households,unit,high,Predominantly appears exclusively in unit columns.,3,28042,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
THS_HH,ths_hh,unit,high,Predominantly appears exclusively in unit columns.,3,22676,0,0,3,3,0,0,3,0,0,0,False,False,cell,unit
Investment in purchased software - million euro,investment in purchased software - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,3,21522,0,0,3,0,3,0,0,3,0,0,True,False,cell,Economical indicator for structural business statistics
Percentage of households with internet access at home,percentage of households with internet access at home,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,15495,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
200 million euros or over,200 million euros or over,unit,medium,Matches a unit pattern but appears in a mixed context.,3,14699,0,0,3,0,0,3,0,0,3,0,True,False,cell,Monetary value by size class
50 percent or over,50 percent or over,unit,medium,Matches a unit pattern but appears in a mixed context.,3,12169,0,0,3,0,0,3,0,0,3,0,True,False,cell,Share of family farming labour force|Size classes in percentage|Size classes of expenditure
Percentage change on previous period (based on hours worked),percentage change on previous period (based on hours worked),unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,11476,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
Gross tonnage (GT),gross tonnage (gt),unit,high,Predominantly appears exclusively in unit columns.,3,10261,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
Thousand passengers (excluding cruise passengers),thousand passengers (excluding cruise passengers),unit,high,Predominantly appears exclusively in unit columns.,3,4936,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
Percentage of EU27 (from 2020) total,percentage of eu27 (from 2020) total,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,4484,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Contribution to GDP growth, percentage point change compared to same period in previous year","contribution to gdp growth, percentage point change compared to same period in previous year",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,4091,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Price index (implicit deflator), percentage change compared to same period in previous year, euro","price index (implicit deflator), percentage change compared to same period in previous year, euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,3571,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Price index (implicit deflator), percentage change compared to same period in previous year, national currency","price index (implicit deflator), percentage change compared to same period in previous year, national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,3571,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
THS,ths,unit,high,Predominantly appears exclusively in unit columns.,3,3552,0,0,3,3,0,0,3,0,0,0,False,False,cell,unit
Thousand jobs,thousand jobs,unit,high,Predominantly appears exclusively in unit columns.,3,3497,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
50 percent or more of all persons employed,50 percent or more of all persons employed,unit,medium,Matches a unit pattern but appears in a mixed context.,3,2926,0,0,3,0,0,3,0,0,3,0,True,False,cell,Participation
Percentage change on previous period (based on jobs),percentage change on previous period (based on jobs),unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,2683,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
