term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
3 Janvier-9 Janvier 2005,3 janvier-9 janvier 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Janvier-9 Janvier 2005
3 Janvier-9 Janvier 2011,3 janvier-9 janvier 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Janvier-9 Janvier 2011
3 Juillet-9 Juillet 2000,3 juillet-9 juillet 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juillet-9 Juillet 2000
3 Juillet-9 Juillet 2006,3 juillet-9 juillet 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juillet-9 Juillet 2006
3 Juillet-9 Juillet 2023,3 juillet-9 juillet 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juillet-9 Juillet 2023
3 Juin-9 Juin 2002,3 juin-9 juin 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juin-9 Juin 2002
3 Juin-9 Juin 2013,3 juin-9 juin 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juin-9 Juin 2013
3 Juin-9 Juin 2024,3 juin-9 juin 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Juin-9 Juin 2024
3 Mai-9 Mai 2004,3 mai-9 mai 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Mai-9 Mai 2004
3 Mai-9 Mai 2010,3 mai-9 mai 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Mai-9 Mai 2010
3 Mars-9 Mars 2003,3 mars-9 mars 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Mars-9 Mars 2003
3 Mars-9 Mars 2008,3 mars-9 mars 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Mars-9 Mars 2008
3 Mars-9 Mars 2014,3 mars-9 mars 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Mars-9 Mars 2014
3 Novembre-9 Novembre 2003,3 novembre-9 novembre 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Novembre-9 Novembre 2003
3 Novembre-9 Novembre 2008,3 novembre-9 novembre 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Novembre-9 Novembre 2008
3 Novembre-9 Novembre 2014,3 novembre-9 novembre 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Novembre-9 Novembre 2014
3 Octobre-9 Octobre 2005,3 octobre-9 octobre 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Octobre-9 Octobre 2005
3 Octobre-9 Octobre 2011,3 octobre-9 octobre 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Octobre-9 Octobre 2011
3 Septembre-9 Septembre 2001,3 septembre-9 septembre 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Septembre-9 Septembre 2001
3 Septembre-9 Septembre 2007,3 septembre-9 septembre 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Septembre-9 Septembre 2007
3 Septembre-9 Septembre 2012,3 septembre-9 septembre 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,3 Septembre-9 Septembre 2012
30 Août-5 Septembre 2004,30 août-5 septembre 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Août-5 Septembre 2004
30 Août-5 Septembre 2010,30 août-5 septembre 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Août-5 Septembre 2010
30 Avril-6 Mai 2001,30 avril-6 mai 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Avril-6 Mai 2001
30 Avril-6 Mai 2007,30 avril-6 mai 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Avril-6 Mai 2007
30 Avril-6 Mai 2012,30 avril-6 mai 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Avril-6 Mai 2012
30 Décembre-5 Janvier 2002,30 décembre-5 janvier 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Décembre-5 Janvier 2002
30 Décembre-5 Janvier 2013,30 décembre-5 janvier 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Décembre-5 Janvier 2013
30 Janvier-5 Février 2006,30 janvier-5 février 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Janvier-5 Février 2006
30 Janvier-5 Février 2012,30 janvier-5 février 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Janvier-5 Février 2012
30 Janvier-5 Février 2023,30 janvier-5 février 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Janvier-5 Février 2023
30 Juillet-5 Août 2001,30 juillet-5 août 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juillet-5 Août 2001
30 Juillet-5 Août 2007,30 juillet-5 août 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juillet-5 Août 2007
30 Juillet-5 Août 2012,30 juillet-5 août 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juillet-5 Août 2012
30 Juin-6 Juillet 2003,30 juin-6 juillet 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juin-6 Juillet 2003
30 Juin-6 Juillet 2008,30 juin-6 juillet 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juin-6 Juillet 2008
30 Juin-6 Juillet 2014,30 juin-6 juillet 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Juin-6 Juillet 2014
30 Mai-5 Juin 2005,30 mai-5 juin 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Mai-5 Juin 2005
30 Mai-5 Juin 2011,30 mai-5 juin 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Mai-5 Juin 2011
30 Mars-5 Avril 2009,30 mars-5 avril 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Mars-5 Avril 2009
30 Novembre-6 Décembre 2009,30 novembre-6 décembre 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Novembre-6 Décembre 2009
30 Octobre-5 Novembre 2000,30 octobre-5 novembre 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Octobre-5 Novembre 2000
30 Octobre-5 Novembre 2006,30 octobre-5 novembre 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Octobre-5 Novembre 2006
30 Octobre-5 Novembre 2023,30 octobre-5 novembre 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Octobre-5 Novembre 2023
30 Septembre-6 Octobre 2002,30 septembre-6 octobre 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Septembre-6 Octobre 2002
30 Septembre-6 Octobre 2013,30 septembre-6 octobre 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Septembre-6 Octobre 2013
30 Septembre-6 Octobre 2024,30 septembre-6 octobre 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,30 Septembre-6 Octobre 2024
31 Août-6 Septembre 2009,31 août-6 septembre 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Août-6 Septembre 2009
31 Janvier-6 Février 2000,31 janvier-6 février 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Janvier-6 Février 2000
31 Janvier-6 Février 2005,31 janvier-6 février 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Janvier-6 Février 2005
31 Janvier-6 Février 2011,31 janvier-6 février 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Janvier-6 Février 2011
31 Juillet-6 Août 2000,31 juillet-6 août 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Juillet-6 Août 2000
31 Juillet-6 Août 2006,31 juillet-6 août 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Juillet-6 Août 2006
31 Juillet-6 Août 2023,31 juillet-6 août 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Juillet-6 Août 2023
31 Mai-6 Juin 2004,31 mai-6 juin 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Mai-6 Juin 2004
31 Mai-6 Juin 2010,31 mai-6 juin 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Mai-6 Juin 2010
31 Mars-6 Avril 2003,31 mars-6 avril 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Mars-6 Avril 2003
31 Mars-6 Avril 2008,31 mars-6 avril 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Mars-6 Avril 2008
31 Mars-6 Avril 2014,31 mars-6 avril 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Mars-6 Avril 2014
31 Octobre-6 Novembre 2005,31 octobre-6 novembre 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Octobre-6 Novembre 2005
31 Octobre-6 Novembre 2011,31 octobre-6 novembre 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,31 Octobre-6 Novembre 2011
4 Août-10 Août 2003,4 août-10 août 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Août-10 Août 2003
4 Août-10 Août 2008,4 août-10 août 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Août-10 Août 2008
4 Août-10 Août 2014,4 août-10 août 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Août-10 Août 2014
4 Avril-10 Avril 2005,4 avril-10 avril 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Avril-10 Avril 2005
4 Avril-10 Avril 2011,4 avril-10 avril 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Avril-10 Avril 2011
4 Décembre-10 Décembre 2000,4 décembre-10 décembre 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Décembre-10 Décembre 2000
4 Décembre-10 Décembre 2006,4 décembre-10 décembre 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Décembre-10 Décembre 2006
4 Décembre-10 Décembre 2023,4 décembre-10 décembre 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Décembre-10 Décembre 2023
4 Février-10 Février 2002,4 février-10 février 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Février-10 Février 2002
4 Février-10 Février 2008,4 février-10 février 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Février-10 Février 2008
4 Février-10 Février 2013,4 février-10 février 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Février-10 Février 2013
4 Janvier-10 Janvier 2009,4 janvier-10 janvier 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Janvier-10 Janvier 2009
4 Janvier-10 Janvier 2010,4 janvier-10 janvier 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Janvier-10 Janvier 2010
4 Juillet-10 Juillet 2005,4 juillet-10 juillet 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Juillet-10 Juillet 2005
4 Juillet-10 Juillet 2011,4 juillet-10 juillet 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Juillet-10 Juillet 2011
4 Juin-10 Juin 2001,4 juin-10 juin 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Juin-10 Juin 2001
4 Juin-10 Juin 2007,4 juin-10 juin 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Juin-10 Juin 2007
4 Juin-10 Juin 2012,4 juin-10 juin 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Juin-10 Juin 2012
4 Mai-10 Mai 2009,4 mai-10 mai 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Mai-10 Mai 2009
4 Mars-10 Mars 2002,4 mars-10 mars 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Mars-10 Mars 2002
4 Mars-10 Mars 2013,4 mars-10 mars 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Mars-10 Mars 2013
4 Mars-10 Mars 2024,4 mars-10 mars 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Mars-10 Mars 2024
4 Novembre-10 Novembre 2002,4 novembre-10 novembre 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Novembre-10 Novembre 2002
4 Novembre-10 Novembre 2013,4 novembre-10 novembre 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Novembre-10 Novembre 2013
4 Novembre-10 Novembre 2024,4 novembre-10 novembre 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Novembre-10 Novembre 2024
4 Octobre-10 Octobre 2004,4 octobre-10 octobre 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Octobre-10 Octobre 2004
4 Octobre-10 Octobre 2010,4 octobre-10 octobre 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Octobre-10 Octobre 2010
4 Septembre-10 Septembre 2000,4 septembre-10 septembre 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Septembre-10 Septembre 2000
4 Septembre-10 Septembre 2006,4 septembre-10 septembre 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Septembre-10 Septembre 2006
4 Septembre-10 Septembre 2023,4 septembre-10 septembre 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,4 Septembre-10 Septembre 2023
5 Août-11 Août 2002,5 août-11 août 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Août-11 Août 2002
5 Août-11 Août 2013,5 août-11 août 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Août-11 Août 2013
5 Août-11 Août 2024,5 août-11 août 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Août-11 Août 2024
5 Avril-11 Avril 2004,5 avril-11 avril 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Avril-11 Avril 2004
5 Avril-11 Avril 2010,5 avril-11 avril 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Avril-11 Avril 2010
5 Décembre-11 Décembre 2005,5 décembre-11 décembre 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Décembre-11 Décembre 2005
5 Décembre-11 Décembre 2011,5 décembre-11 décembre 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Décembre-11 Décembre 2011
5 Février-11 Février 2001,5 février-11 février 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Février-11 Février 2001
5 Février-11 Février 2007,5 février-11 février 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Février-11 Février 2007
5 Février-11 Février 2024,5 février-11 février 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Février-11 Février 2024
5 Janvier-11 Janvier 2004,5 janvier-11 janvier 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Janvier-11 Janvier 2004
5 Janvier-11 Janvier 2009,5 janvier-11 janvier 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Janvier-11 Janvier 2009
5 Juillet-11 Juillet 2004,5 juillet-11 juillet 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Juillet-11 Juillet 2004
5 Juillet-11 Juillet 2010,5 juillet-11 juillet 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Juillet-11 Juillet 2010
5 Juin-11 Juin 2000,5 juin-11 juin 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Juin-11 Juin 2000
5 Juin-11 Juin 2006,5 juin-11 juin 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Juin-11 Juin 2006
5 Juin-11 Juin 2023,5 juin-11 juin 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Juin-11 Juin 2023
5 Mai-11 Mai 2003,5 mai-11 mai 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mai-11 Mai 2003
5 Mai-11 Mai 2008,5 mai-11 mai 2008,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mai-11 Mai 2008
5 Mai-11 Mai 2014,5 mai-11 mai 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mai-11 Mai 2014
5 Mars-11 Mars 2001,5 mars-11 mars 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mars-11 Mars 2001
5 Mars-11 Mars 2007,5 mars-11 mars 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mars-11 Mars 2007
5 Mars-11 Mars 2012,5 mars-11 mars 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Mars-11 Mars 2012
5 Novembre-11 Novembre 2001,5 novembre-11 novembre 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Novembre-11 Novembre 2001
5 Novembre-11 Novembre 2007,5 novembre-11 novembre 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Novembre-11 Novembre 2007
5 Novembre-11 Novembre 2012,5 novembre-11 novembre 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Novembre-11 Novembre 2012
5 Octobre-11 Octobre 2009,5 octobre-11 octobre 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Octobre-11 Octobre 2009
5 Septembre-11 Septembre 2005,5 septembre-11 septembre 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Septembre-11 Septembre 2005
5 Septembre-11 Septembre 2011,5 septembre-11 septembre 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,5 Septembre-11 Septembre 2011
6 Août-12 Août 2001,6 août-12 août 2001,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Août-12 Août 2001
6 Août-12 Août 2007,6 août-12 août 2007,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Août-12 Août 2007
6 Août-12 Août 2012,6 août-12 août 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Août-12 Août 2012
6 Avril-12 Avril 2009,6 avril-12 avril 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Avril-12 Avril 2009
6 Décembre-12 Décembre 2004,6 décembre-12 décembre 2004,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Décembre-12 Décembre 2004
6 Décembre-12 Décembre 2010,6 décembre-12 décembre 2010,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Décembre-12 Décembre 2010
6 Février-12 Février 2006,6 février-12 février 2006,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Février-12 Février 2006
6 Février-12 Février 2012,6 février-12 février 2012,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Février-12 Février 2012
6 Février-12 Février 2023,6 février-12 février 2023,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Février-12 Février 2023
6 Janvier-12 Janvier 2003,6 janvier-12 janvier 2003,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Janvier-12 Janvier 2003
6 Janvier-12 Janvier 2014,6 janvier-12 janvier 2014,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Janvier-12 Janvier 2014
6 Janvier-12 Janvier 2025,6 janvier-12 janvier 2025,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Janvier-12 Janvier 2025
6 Juillet-12 Juillet 2009,6 juillet-12 juillet 2009,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Juillet-12 Juillet 2009
6 Juin-12 Juin 2005,6 juin-12 juin 2005,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Juin-12 Juin 2005
6 Juin-12 Juin 2011,6 juin-12 juin 2011,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Juin-12 Juin 2011
6 Mai-12 Mai 2002,6 mai-12 mai 2002,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Mai-12 Mai 2002
6 Mai-12 Mai 2013,6 mai-12 mai 2013,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Mai-12 Mai 2013
6 Mai-12 Mai 2024,6 mai-12 mai 2024,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Mai-12 Mai 2024
6 Mars-12 Mars 2000,6 mars-12 mars 2000,dimension_name,high,Predominantly appears as a descriptive table header.,13,13,13,0,0,0,0,0,0,0,0,0,False,False,header,6 Mars-12 Mars 2000
