term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
Hours worked per week of full-time employment,hours worked per week of full-time employment,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
House price index - annual data,house price index - annual data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
House price index - Item weights,house price index - item weights,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
House price index deflated - annual data,house price index deflated - annual data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
House price index deflated - quarterly data,house price index deflated - quarterly data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
House sales - number and index annual data,house sales - number and index annual data,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
House sales - value and index annual data,house sales - value and index annual data,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Household composition by size,household composition by size,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Household consumption volumes of electricity by consumption bands,household consumption volumes of electricity by consumption bands,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Household consumption volumes of gas by consumption bands,household consumption volumes of gas by consumption bands,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Household debt consolidated including Non-profit institutions serving households - % of GDP,household debt consolidated including non-profit institutions serving households - % of gdp,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Households - availability of computers,households - availability of computers,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Households - level of internet access,households - level of internet access,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Households by size number of persons,households by size number of persons,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Households investment rate,households investment rate,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Households maintaining the same standard of living using savings by duration and risk of poverty threshold,households maintaining the same standard of living using savings by duration and risk of poverty threshold,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Households that have internet access at home by NUTS 2 regions,households that have internet access at home by nuts 2 regions,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Households with access to secure tenure by simplified degree of urbanisation,households with access to secure tenure by simplified degree of urbanisation,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Households with sustainable access to improved sanitation by simplified degree of urbanisation,households with sustainable access to improved sanitation by simplified degree of urbanisation,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Housing cost overburden rate,housing cost overburden rate,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by age group - EU-SILC survey,housing cost overburden rate by age group - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by household type - EU-SILC survey,housing cost overburden rate by household type - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by NUTS regions,housing cost overburden rate by nuts regions,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by poverty status,housing cost overburden rate by poverty status,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by poverty status - EU-SILC survey,housing cost overburden rate by poverty status - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by sex - EU-SILC survey,housing cost overburden rate by sex - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing deprivation rate by number of item - EU-SILC survey,housing deprivation rate by number of item - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Housing units by type,housing units by type,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Housing units by type of building,housing units by type of building,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Human resources in science and technology HRST,human resources in science and technology hrst,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Immigration,immigration,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Immigration by broad group of country of previous residence,immigration by broad group of country of previous residence,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Implicit tax rate on energy,implicit tax rate on energy,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import dependency on third countries by fuel type,import dependency on third countries by fuel type,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Import prices - capital goods,import prices - capital goods,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import prices - consumer durables,import prices - consumer durables,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import prices - consumer non-durables,import prices - consumer non-durables,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import prices - intermediate goods,import prices - intermediate goods,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import prices - manufacturing,import prices - manufacturing,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Import prices - total industry,import prices - total industry,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Imports - electricity - monthly data,imports - electricity - monthly data,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - chemicals and related products,imports of goods - chemicals and related products,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - food drinks and tobacco,imports of goods - food drinks and tobacco,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - machinery and transport equipment,imports of goods - machinery and transport equipment,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - mineral fuels lubricants and related materials,imports of goods - mineral fuels lubricants and related materials,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - other manufactured products,imports of goods - other manufactured products,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - raw materials,imports of goods - raw materials,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Imports of goods - total,imports of goods - total,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Imports of goods and services in % of GDP,imports of goods and services in % of gdp,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In work at-risk-of-poverty rate,in work at-risk-of-poverty rate,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate,in-work at-risk-of-poverty rate,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by educational attainment level - EU-SILC survey,in-work at-risk-of-poverty rate by educational attainment level - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by full-/part-time work - EU-SILC survey,in-work at-risk-of-poverty rate by full-/part-time work - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by household type - EU-SILC survey,in-work at-risk-of-poverty rate by household type - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by months worked - EU-SILC survey,in-work at-risk-of-poverty rate by months worked - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by sex,in-work at-risk-of-poverty rate by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
In-work at-risk-of-poverty rate by working time - EU-SILC survey,in-work at-risk-of-poverty rate by working time - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inability to afford a meal with meat chicken fish or vegetarian equivalent every second day - EU-SILC survey,inability to afford a meal with meat chicken fish or vegetarian equivalent every second day - eu-silc survey,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Inability to afford a meal with meat chicken fish or vegetarian equivalent every second day by NUTS regions,inability to afford a meal with meat chicken fish or vegetarian equivalent every second day by nuts regions,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Inability to face unexpected financial expenses by NUTS regions,inability to face unexpected financial expenses by nuts regions,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Inability to keep home adequately warm by level of disability activity limitation sex and age,inability to keep home adequately warm by level of disability activity limitation sex and age,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Inability to keep home adequately warm by NUTS regions,inability to keep home adequately warm by nuts regions,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Inactive population as a percentage of the total population by sex and age %,inactive population as a percentage of the total population by sex and age %,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,True,True,title,title
Incidence rate of accidents at work by type of workstation NACE Rev. 1.1 activity sex age and severity,incidence rate of accidents at work by type of workstation nace rev. 1.1 activity sex age and severity,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income distribution,income distribution,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income from intellectual property rights for computer services,income from intellectual property rights for computer services,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income in real terms SILC=100,income in real terms silc=100,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income inequality for older people - EU-SILC survey,income inequality for older people - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income quintile share ratio S80/S20 by NUTS 2 regions - EU-SILC survey,income quintile share ratio s80/s20 by nuts 2 regions - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income quintile share ratio S80/S20 by sex,income quintile share ratio s80/s20 by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Income share of the bottom 40 % of the population,income share of the bottom 40 % of the population,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Indicator A of the income from agricultural activity,indicator a of the income from agricultural activity,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Indicators on health and safety at work,indicators on health and safety at work,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals frequently using the internet,individuals frequently using the internet,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals regularly using the internet,individuals regularly using the internet,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for buying goods or services,individuals using the internet for buying goods or services,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for doing an online course,individuals using the internet for doing an online course,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for finding information about goods and services,individuals using the internet for finding information about goods and services,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for internet banking,individuals using the internet for internet banking,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for looking for a job or sending a job application,individuals using the internet for looking for a job or sending a job application,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for participating in social networks,individuals using the internet for participating in social networks,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for seeking health-related information,individuals using the internet for seeking health-related information,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for selling goods or services,individuals using the internet for selling goods or services,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals using the internet for sending/receiving e-mails,individuals using the internet for sending/receiving e-mails,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals who have basic or above basic overall digital skills by sex,individuals who have basic or above basic overall digital skills by sex,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals who have never used a computer,individuals who have never used a computer,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals who have never used the internet,individuals who have never used the internet,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,individuals who ordered goods or services over the internet for private use in the last year by nuts 2 regions,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals' level of computer skills until,individuals' level of computer skills until,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Individuals' level of digital skills until,individuals' level of digital skills until,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Industrial and construction production volume index calendar adjusted,industrial and construction production volume index calendar adjusted,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inequality of income distribution,inequality of income distribution,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inequality of income distribution S80/S20 income quintile share ratio - EU-SILC and ECHP surveys,inequality of income distribution s80/s20 income quintile share ratio - eu-silc and echp surveys,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Infant mortality rate by sex,infant mortality rate by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inland waterway transport enterprises by number of vessels,inland waterway transport enterprises by number of vessels,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inpatient curative care bed occupancy rate by type of care,inpatient curative care bed occupancy rate by type of care,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Intentional homicide offences in largest cities,intentional homicide offences in largest cities,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Intentional homicide victims in largest cities by sex,intentional homicide victims in largest cities by sex,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Interests payable and similar charges by product,interests payable and similar charges by product,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Interests receivable and similar income by product,interests receivable and similar income by product,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Intermediate goods trade,intermediate goods trade,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Intermediate services trade,intermediate services trade,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
International trade as a share of GDP,international trade as a share of gdp,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
International trade by reporting country total product,international trade by reporting country total product,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
International trade in services - market integration indicators - historical data,international trade in services - market integration indicators - historical data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
International trade of EFTA and enlargement countries by reporting country total product,international trade of efta and enlargement countries by reporting country total product,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Internet use by individuals,internet use by individuals,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Intra-EU27 from trade by Member State total product,intra-eu27 from trade by member state total product,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Intra-mural Business Enterprise R&D Expenditures in Foreign Controlled Enterprises,intra-mural business enterprise r&d expenditures in foreign controlled enterprises,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Intramural R&D expenditure GERD by source of funds,intramural r&d expenditure gerd by source of funds,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Investment and maintenance in oil pipeline infrastructure,investment and maintenance in oil pipeline infrastructure,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Investment by institutional sectors,investment by institutional sectors,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Investment rate of non-financial corporations,investment rate of non-financial corporations,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Investment share of GDP by institutional sectors,investment share of gdp by institutional sectors,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Involuntary part-time employment as percentage of the total part-time employment by sex and age %,involuntary part-time employment as percentage of the total part-time employment by sex and age %,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,True,True,title,title
Involuntary temporary employment,involuntary temporary employment,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Inward FDI stocks in % of GDP,inward fdi stocks in % of gdp,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Job mismatches and their labour market effects among school-leavers in Europe,job mismatches and their labour market effects among school-leavers in europe,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Job vacancies in number and % - NACE Rev. 2 B-S quarterly data,job vacancies in number and % - nace rev. 2 b-s quarterly data,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Jobless households - children,jobless households - children,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Jobless households by sex,jobless households by sex,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Jobs created by NACE Rev.2 activity - experimental statistics,jobs created by nace rev.2 activity - experimental statistics,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Joint Index,joint index,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Labour cost index by NACE Rev. 1.1 activity - country weights,labour cost index by nace rev. 1.1 activity - country weights,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour cost index by NACE Rev. 2,labour cost index by nace rev. 2,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour cost index by NACE Rev. 2 activity - country weights,labour cost index by nace rev. 2 activity - country weights,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour costs annual data - NACE Rev. 2,labour costs annual data - nace rev. 2,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour force participation rate - % of total population aged 15-64,labour force participation rate - % of total population aged 15-64,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour force participation rate aged 15-64 - annual averages,labour force participation rate aged 15-64 - annual averages,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour input - total industry excluding construction,labour input - total industry excluding construction,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour input in construction,labour input in construction,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Labour market demand for ICT specialists in online job advertisements by occupation ISCO-08 - % of online job advertisements for ICT specialists - experimental statistics,labour market demand for ict specialists in online job advertisements by occupation isco-08 - % of online job advertisements for ict specialists - experimental statistics,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Labour productivity in GDP constant prices per person employed,labour productivity in gdp constant prices per person employed,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Labour productivity per hour worked - annual data,labour productivity per hour worked - annual data,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Labour productivity per person employed and hour worked EU27_2020=100,labour productivity per person employed and hour worked eu27_2020=100,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Labour transitions by employment status,labour transitions by employment status,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Land covered by artificial surfaces - index,land covered by artificial surfaces - index,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Land use footprints,land use footprints,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Landfill rate of waste excluding major mineral wastes,landfill rate of waste excluding major mineral wastes,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Landuse,landuse,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Laying hens population - annual data,laying hens population - annual data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Length of lines,length of lines,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of motorways and e-roads,length of motorways and e-roads,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of navigable inland waterways by waterway type,length of navigable inland waterways by waterway type,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of network,length of network,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of other roads within/outside built-up areas,length of other roads within/outside built-up areas,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of paved and unpaved roads,length of paved and unpaved roads,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of pipelines operated,length of pipelines operated,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,1,1,0,1,0,0,0,0,0,0,0,0,False,True,title,title
Length of railway lines by maximum permitted speed,length of railway lines by maximum permitted speed,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of railway lines equipped with the railway traffic management system by type of signalling,length of railway lines equipped with the railway traffic management system by type of signalling,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
Length of railway tracks by electrification of tracks,length of railway tracks by electrification of tracks,measure,medium,Appears only in residual statistical table titles.,1,1,0,1,0,0,0,0,0,0,0,0,False,False,title,title
