term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
"Proportion of employees earning less than 50% of the median salary, total (%)","proportion of employees earning less than 50% of the median salary, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Proportion of persons living in jobless households, female, total (%)","proportion of persons living in jobless households, female, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Proportion of persons living in jobless households, male, total (%)","proportion of persons living in jobless households, male, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Proportion of persons living in jobless households, total, 0-17 (%)","proportion of persons living in jobless households, total, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Share of TVET graduates in the overall graduates at ISCED 3 and above, female (%)","share of tvet graduates in the overall graduates at isced 3 and above, female (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Share of TVET graduates in the overall graduates at ISCED 3 and above, male (%)","share of tvet graduates in the overall graduates at isced 3 and above, male (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"Share of TVET graduates in the overall graduates at ISCED 3 and above, total (%)","share of tvet graduates in the overall graduates at isced 3 and above, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,4,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
Area under wine-grape vine varieties broken down by vine variety and by age of the vines,area under wine-grape vine varieties broken down by vine variety and by age of the vines,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
At-risk-of poverty rate for children by citizenship of their parents population aged 0 to 17 years,at-risk-of poverty rate for children by citizenship of their parents population aged 0 to 17 years,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
At-risk-of poverty rate for children by country of birth of their parents population aged 0 to 17 years,at-risk-of poverty rate for children by country of birth of their parents population aged 0 to 17 years,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
"At-risk-of poverty rate, female, rural (%)","at-risk-of poverty rate, female, rural (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, female, rural, 0-17 (%)","at-risk-of poverty rate, female, rural, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, female, total (%)","at-risk-of poverty rate, female, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, female, total, 0-17 (%)","at-risk-of poverty rate, female, total, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, female, urban (%)","at-risk-of poverty rate, female, urban (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, female, urban, 0-17 (%)","at-risk-of poverty rate, female, urban, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, rural (%)","at-risk-of poverty rate, male, rural (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, rural, 0-17 (%)","at-risk-of poverty rate, male, rural, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, total (%)","at-risk-of poverty rate, male, total (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, total, 0-17 (%)","at-risk-of poverty rate, male, total, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, urban (%)","at-risk-of poverty rate, male, urban (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
"At-risk-of poverty rate, male, urban, 0-17 (%)","at-risk-of poverty rate, male, urban, 0-17 (%)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
Consumer price index,consumer price index,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Daily consumption of fruit and vegetables by sex age and educational attainment level,daily consumption of fruit and vegetables by sex age and educational attainment level,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Daily smokers of cigarettes by sex age and educational attainment level,daily smokers of cigarettes by sex age and educational attainment level,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Daily smokers of cigarettes by sex age and income quintile,daily smokers of cigarettes by sex age and income quintile,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Departures of residents going abroad for all holidays and business,departures of residents going abroad for all holidays and business,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Early leavers from education and training by sex and labour status,early leavers from education and training by sex and labour status,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Employed ICT specialists by age,employed ict specialists by age,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Employed ICT specialists by sex,employed ict specialists by sex,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Employment rate by sex,employment rate by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
EMU convergence criterion series - annual data,emu convergence criterion series - annual data,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Energy productivity,energy productivity,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Euro/ECU exchange rates - annual data,euro/ecu exchange rates - annual data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,True,True,title,title
Gender differences in the aggregate replacement ratio for pensions excluding other social benefits - EU-SILC survey,gender differences in the aggregate replacement ratio for pensions excluding other social benefits - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Gender differences in the at-risk-of-poverty rate by age - EU-SILC survey,gender differences in the at-risk-of-poverty rate by age - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Goods transported,goods transported,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Government deficit/surplus and debt,government deficit/surplus and debt,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Gross domestic product at market prices by expenditure,gross domestic product at market prices by expenditure,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Gross external debt of the whole economy,gross external debt of the whole economy,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Gross value added by industry,gross value added by industry,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Health care expenditure by financing scheme,health care expenditure by financing scheme,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Healthy life years at birth by sex,healthy life years at birth by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Healthy life years by sex from onwards,healthy life years by sex from onwards,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
House price index - quarterly data,house price index - quarterly data,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Household saving rate,household saving rate,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by degree of urbanisation - EU-SILC survey,housing cost overburden rate by degree of urbanisation - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by income quintile - EU-SILC survey,housing cost overburden rate by income quintile - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Housing cost overburden rate by tenure status - EU-SILC survey,housing cost overburden rate by tenure status - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Income quintile share ratio - S80/S20,income quintile share ratio - s80/s20,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Individuals - internet activities,individuals - internet activities,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Invertebrates (%),invertebrates (%),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,2,2,0,0,2,0,1,1,0,1,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
Labour transitions from temporary to permanent contracts by sex -3-year average,labour transitions from temporary to permanent contracts by sex -3-year average,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Length of roads network,length of roads network,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Livestock,livestock,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Long-term unemployment rate by sex,long-term unemployment rate by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Low-wage earners as a proportion of all employees excluding apprentices by age,low-wage earners as a proportion of all employees excluding apprentices by age,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Low-wage earners as a proportion of all employees excluding apprentices by educational attainment level,low-wage earners as a proportion of all employees excluding apprentices by educational attainment level,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Low-wage earners as a proportion of all employees excluding apprentices by sex,low-wage earners as a proportion of all employees excluding apprentices by sex,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Main farm land use,main farm land use,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Material import dependency,material import dependency,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Mean age at first marriage by sex,mean age at first marriage by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Meat production,meat production,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Median hourly earnings all employees excluding apprentices by sex,median hourly earnings all employees excluding apprentices by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey,median of the housing cost burden distribution by degree of urbanisation - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Monthly earnings by quantiles and contractual working time enterprises with 10 employed persons or more - NACE Rev. 2 B-S excluding O,monthly earnings by quantiles and contractual working time enterprises with 10 employed persons or more - nace rev. 2 b-s excluding o,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
New motor coaches buses and trolley buses by type of motor energy until,new motor coaches buses and trolley buses by type of motor energy until,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Nominal unit labour cost growth,nominal unit labour cost growth,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Overcrowding rate by age sex and poverty status - total population - EU-SILC survey,overcrowding rate by age sex and poverty status - total population - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Passengers excluding cruise passengers transported from/to the main ports - - quarterly data,passengers excluding cruise passengers transported from/to the main ports - - quarterly data,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Percentage of the ICT sector in Gross value added,percentage of the ict sector in gross value added,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,True,True,title,title
Persons at risk of poverty or social exclusion by degree of urbanisation,persons at risk of poverty or social exclusion by degree of urbanisation,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Persons not participating in cultural or sport activities in the last 12 months by sex age level of disability activity limitation activity type and reasons,persons not participating in cultural or sport activities in the last 12 months by sex age level of disability activity limitation activity type and reasons,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Persons participating in cultural or sport activities in the last 12 months by sex age educational attainment activity type and frequency,persons participating in cultural or sport activities in the last 12 months by sex age educational attainment activity type and frequency,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Persons participating in formal/informal voluntary activities or active citizenship by sex age and educational attainment,persons participating in formal/informal voluntary activities or active citizenship by sex age and educational attainment,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Police-recorded offences by offence category,police-recorded offences by offence category,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Population connected to public water supply,population connected to public water supply,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Population density,population density,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Protected areas,protected areas,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Real GDP per capita,real gdp per capita,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Recycling rate of municipal waste,recycling rate of municipal waste,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Relative median income ratio 65+ - EU-SILC and ECHP surveys,relative median income ratio 65+ - eu-silc and echp surveys,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Resource productivity,resource productivity,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Road freight transport,road freight transport,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Severe housing deprivation rate by age sex and poverty status - EU-SILC survey,severe housing deprivation rate by age sex and poverty status - eu-silc survey,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Tax rate on low wage earners - Unemployment trap,tax rate on low wage earners - unemployment trap,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Time spent on health-enhancing non-work-related aerobic physical activity by sex age and educational attainment level,time spent on health-enhancing non-work-related aerobic physical activity by sex age and educational attainment level,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Train traffic on the rail network - the Former Yugoslav Republic of Macedonia,train traffic on the rail network - the former yugoslav republic of macedonia,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Unemployment rate by sex,unemployment rate by sex,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Unemployment rates by sex and age,unemployment rates by sex and age,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
Victims of trafficking in human beings by citizenship,victims of trafficking in human beings by citizenship,measure,medium,Appears only in residual statistical table titles.,2,2,0,2,0,0,0,0,0,0,0,0,False,False,title,title
Volume of passenger transport relative to GDP,volume of passenger transport relative to gdp,measure,medium,Matches a measure pattern and appears in a title or mixed statistical context.,2,2,0,2,0,0,0,0,0,0,0,0,False,True,title,title
At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers),at risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,123,0,0,1,0,1,0,0,1,0,0,False,True,cell,Income and living conditions indicator
Average population - total,average population - total,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,87,0,0,1,0,1,0,0,1,0,0,False,True,cell,Demographic indicator
Years of life lost,years of life lost,measure,high,Predominantly appears exclusively in statistical measure columns.,1,76,0,0,1,0,1,0,0,1,0,0,False,False,cell,Health indicator
Thirty-year average,thirty-year average,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,66,0,0,1,0,1,0,0,1,0,0,False,True,cell,Statistical information
Life expectancy in absolute value at birth,life expectancy in absolute value at birth,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,64,0,0,1,0,1,0,0,1,0,0,False,True,cell,Health indicator
Enterprises with members in other EEA countries - number,enterprises with members in other eea countries - number,measure,high,Predominantly appears exclusively in statistical measure columns.,1,59,0,0,1,0,1,0,0,1,0,0,False,False,cell,Economical indicator for structural business statistics
Value added at factor cost - million euro,value added at factor cost - million euro,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,58,0,0,1,0,1,0,0,1,0,0,True,True,cell,Economical indicator for structural business statistics
Marine area affected by eutrophication,marine area affected by eutrophication,measure,high,Predominantly appears exclusively in statistical measure columns.,1,56,0,0,1,0,1,0,0,1,0,0,False,False,cell,Environment indicator
Persons aged 75 years and over compared to persons aged less than 75 years,persons aged 75 years and over compared to persons aged less than 75 years,measure,high,Predominantly appears exclusively in statistical measure columns.,1,41,0,0,1,0,1,0,0,1,0,0,False,False,cell,Income and living conditions indicator
Export/import ratio,export/import ratio,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,39,0,0,1,0,1,0,0,1,0,0,False,True,cell,External trade indicator
Individuals who have ever used the internet,individuals who have ever used the internet,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: finding information about goods and services,internet use: finding information about goods and services,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: Internet banking,internet use: internet banking,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: job search or sending an application,internet use: job search or sending an application,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: seeking health information,internet use: seeking health information,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: selling goods or services,internet use: selling goods or services,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Internet use: sending/receiving e-mails,internet use: sending/receiving e-mails,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Last internet use: in last 3 months,last internet use: in last 3 months,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Last internet use: in the last 12 months,last internet use: in the last 12 months,measure,high,Predominantly appears exclusively in statistical measure columns.,1,39,0,0,1,0,1,0,0,1,0,0,False,False,cell,Information society indicator
Market integration - trade integration of goods,market integration - trade integration of goods,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,38,0,0,1,0,1,0,0,1,0,0,False,True,cell,Balance of payments indicator
Market integration - trade integration of services,market integration - trade integration of services,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,38,0,0,1,0,1,0,0,1,0,0,False,True,cell,Balance of payments indicator
Early neonatal mortality rate,early neonatal mortality rate,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,37,0,0,1,0,1,0,0,1,0,0,False,True,cell,Demographic indicator
"Market integration - foreign direct investment intensity - average value of inward and outward foreign direct investment flows divided by GDP, multiplied by 100","market integration - foreign direct investment intensity - average value of inward and outward foreign direct investment flows divided by gdp, multiplied by 100",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,37,0,0,1,0,1,0,0,1,0,0,False,True,cell,Balance of payments indicator
Neonatal mortality rate,neonatal mortality rate,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,37,0,0,1,0,1,0,0,1,0,0,False,True,cell,Demographic indicator
Average per night,average per night,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Statistical information
Average per trip,average per trip,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Statistical information
Domestic material consumption,domestic material consumption,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Environment indicator
Enterprises with e-commerce sales of at least 1% turnover,enterprises with e-commerce sales of at least 1% turnover,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Information society indicator
"Financial aid to pupils and students as % of total public expenditure on education, for all levels of education combined","financial aid to pupils and students as % of total public expenditure on education, for all levels of education combined",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Late foetal mortality rate,late foetal mortality rate,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Demographic indicator
Men aged 18-59 living in jobless households: share of men aged 18-59 who are living in households where no-one works,men aged 18-59 living in jobless households: share of men aged 18-59 who are living in households where no-one works,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Employment indicator
People aged 18-59 living in jobless households: share of persons aged 18-59 who are living in households where no-one works,people aged 18-59 living in jobless households: share of persons aged 18-59 who are living in households where no-one works,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Employment indicator
Ratio of students to teachers (ISCED 1),ratio of students to teachers (isced 1),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Ratio of students to teachers (ISCED 1-3),ratio of students to teachers (isced 1-3),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Ratio of students to teachers (ISCED 2),ratio of students to teachers (isced 2),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Ratio of students to teachers (ISCED 3),ratio of students to teachers (isced 3),measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Women aged 18-59 living in jobless households: share of women aged 18-59 who are living in households where no-one works,women aged 18-59 living in jobless households: share of women aged 18-59 who are living in households where no-one works,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,36,0,0,1,0,1,0,0,1,0,0,False,True,cell,Employment indicator
Average class size at ISCED 1,average class size at isced 1,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,35,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Enterprises' total turnover from e-commerce sales,enterprises' total turnover from e-commerce sales,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,35,0,0,1,0,1,0,0,1,0,0,False,True,cell,Information society indicator
"Financial aid to pupils as % of total public expenditure on education, at primary and secondary level of education (ISCED 1-4)","financial aid to pupils as % of total public expenditure on education, at primary and secondary level of education (isced 1-4)",measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,35,0,0,1,0,1,0,0,1,0,0,False,True,cell,Education indicator
Perinatal mortality rate,perinatal mortality rate,measure,high,Matches a measure pattern and appears in a statistical-indicator column.,1,35,0,0,1,0,1,0,0,1,0,0,False,True,cell,Demographic indicator
