term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
Percentage of total revenues from taxes and social contributions (excluding imputed social contributions),percentage of total revenues from taxes and social contributions (excluding imputed social contributions),unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,62,0,0,2,2,0,0,2,0,0,0,True,True,cell,Unit of measure
Euro per tonne of oil equivalent (TOE),euro per tonne of oil equivalent (toe),unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,60,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Country weights for EA12 (euro area - 2001-2006),country weights for ea12 (euro area - 2001-2006),unit,medium,Matches a unit pattern but appears in a mixed context.,2,58,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Statistical information
Country weights for EA13 (euro area - 2007),country weights for ea13 (euro area - 2007),unit,medium,Matches a unit pattern but appears in a mixed context.,2,58,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Statistical information
Country weights for EA15 (euro area - 2008),country weights for ea15 (euro area - 2008),unit,medium,Matches a unit pattern but appears in a mixed context.,2,58,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Statistical information
Country weights for EA19 (euro area 2015-2022),country weights for ea19 (euro area 2015-2022),unit,medium,Matches a unit pattern but appears in a mixed context.,2,58,0,0,2,0,2,0,0,2,0,0,True,False,cell,Statistical information
"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita","current prices, purchasing power standard (pps, eu27 from 2020) per capita",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,56,0,0,2,1,0,1,1,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Index, 2005=100","index, 2005=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,56,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Million tonnes of oil equivalent,million tonnes of oil equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,56,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Percentage change (t/t-10),percentage change (t/t-10),unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,56,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Tonnes of oil equivalent (TOE) per capita,tonnes of oil equivalent (toe) per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,56,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Country weights for EA16 (euro area - 2009-2010),country weights for ea16 (euro area - 2009-2010),unit,medium,Matches a unit pattern but appears in a mixed context.,2,54,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Statistical information
Country weights for EA20 (euro area from 2023),country weights for ea20 (euro area from 2023),unit,medium,Matches a unit pattern but appears in a mixed context.,2,54,0,0,2,0,2,0,0,2,0,0,True,False,cell,Statistical information
Annual rate of change,annual rate of change,unit,high,Predominantly appears exclusively in unit columns.,2,52,0,0,2,2,0,0,2,0,0,0,False,True,cell,Unit of measure
Quarterly rate of change,quarterly rate of change,unit,high,Predominantly appears exclusively in unit columns.,2,52,0,0,2,2,0,0,2,0,0,0,False,True,cell,Unit of measure
"Index, 2013=100","index, 2013=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,42,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Full-time equivalent (FTE),full-time equivalent (fte),unit,high,Predominantly appears exclusively in unit columns.,2,35,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure
Thousand passengers (excluding cruise passengers),thousand passengers (excluding cruise passengers),unit,high,Predominantly appears exclusively in unit columns.,2,34,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure
Percentage of total size class,percentage of total size class,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,30,0,0,2,1,0,1,1,0,1,0,True,True,cell,Geopolitical entity (reporting)|Unit of measure
Purchase of advertising space or time for resale - million euro,purchase of advertising space or time for resale - million euro,unit,medium,Matches a unit pattern but appears in a mixed context.,2,28,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Economical indicator for structural business statistics
75 percent or over,75 percent or over,unit,medium,Matches a unit pattern but appears in a mixed context.,2,18,0,0,2,0,0,2,0,0,2,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Share of income
"Index, 1990=100","index, 1990=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,15,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Percentage of total public expenditure,percentage of total public expenditure,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,10,0,0,2,2,0,0,2,0,0,0,True,True,cell,Unit of measure
"Cadca - St. Hr. (Km 286, 5 )","cadca - st. hr. (km 286, 5 )",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,6,0,0,2,1,0,1,1,0,1,0,True,False,cell,Rail network segment (2005)|Unit of measure
"St. Hr. (Km 286, 5 ) - Cadca","st. hr. (km 286, 5 ) - cadca",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,6,0,0,2,1,0,1,1,0,1,0,True,False,cell,Rail network segment (2005)|Unit of measure
Legal minimum hourly wage (national currency),legal minimum hourly wage (national currency),unit,medium,Matches a unit pattern but appears in a mixed context.,2,4,0,0,2,0,1,1,0,1,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Indicator used in Euro_Med
Millions of persons employed,millions of persons employed,unit,high,Predominantly appears exclusively in unit columns.,2,4,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure
Bulgarian lev,bulgarian lev,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Canadian dollar,canadian dollar,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,True,False,cell,Currency
Czech koruna,czech koruna,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Danish krone,danish krone,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Hungarian forint,hungarian forint,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Icelandic króna,icelandic króna,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Japanese yen,japanese yen,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
North Macedonian denar,north macedonian denar,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Norwegian krone,norwegian krone,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Polish zloty,polish zloty,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Pound sterling,pound sterling,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Romanian leu,romanian leu,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Swedish krona,swedish krona,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Swiss franc,swiss franc,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
Turkish lira,turkish lira,unit,high,Predominantly appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,False,False,cell,Currency
US dollar,us dollar,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,2,0,0,2,2,0,0,2,0,0,0,True,False,cell,Currency
RT,rt,unit,high,Predominantly appears exclusively in unit columns.,1,324,0,0,1,1,0,0,1,0,0,0,False,False,cell,unit
Percentage based on head count (HC),percentage based on head count (hc),unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,198,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Million euro (at constant 2021 prices),million euro (at constant 2021 prices),unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,155,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
Percentage point,percentage point,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,148,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Million vehicle-kilometres (VKM),million vehicle-kilometres (vkm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,140,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Percentage of total GBAORD,percentage of total gbaord,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,128,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
Incidence rate,incidence rate,unit,high,Predominantly appears exclusively in unit columns.,1,102,0,0,1,1,0,0,1,0,0,0,False,True,cell,Unit of measure
Percentage of world total - 1-year change,percentage of world total - 1-year change,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,87,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
Percentage of world total - 3 year change,percentage of world total - 3 year change,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,87,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
"Price index - percentage change (t/t-5), based on 2015=100 and national currency","price index - percentage change (t/t-5), based on 2015=100 and national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,87,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
KWH,kwh,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,84,0,0,1,1,0,0,1,0,0,0,True,False,cell,unit
Thousand seats,thousand seats,unit,high,Predominantly appears exclusively in unit columns.,1,84,0,0,1,1,0,0,1,0,0,0,False,False,cell,Unit of measure
Million,million,unit,high,Predominantly appears exclusively in unit columns.,1,83,0,0,1,1,0,0,1,0,0,0,False,False,cell,Unit of measure
Nominal effective exchange rate - 20 trading partners (euro area from 2023),nominal effective exchange rate - 20 trading partners (euro area from 2023),unit,medium,Matches a unit pattern but appears in a mixed context.,1,81,0,0,1,0,0,1,0,0,1,0,True,True,cell,Exchange rate
Percentage of world total,percentage of world total,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,81,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
"Percentage change, real values","percentage change, real values",unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,76,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Percentage of employees,percentage of employees,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,73,0,0,1,1,0,0,1,0,0,0,True,True,cell,Unit of measure
Standardised percentage,standardised percentage,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,72,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
GJ_GCV,gj_gcv,unit,high,Predominantly appears exclusively in unit columns.,1,71,0,0,1,1,0,0,1,0,0,0,False,False,cell,unit
Megawatt,megawatt,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,71,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Thousand vessel-kilometres,thousand vessel-kilometres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,69,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
Vessel movements,vessel movements,unit,high,Predominantly appears exclusively in unit columns.,1,69,0,0,1,1,0,0,1,0,0,0,False,False,cell,Unit of measure
"Grams per euro, chain linked volumes (2010)","grams per euro, chain linked volumes (2010)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,1,66,0,0,1,1,0,0,1,0,0,0,True,False,cell,Unit of measure
