term,normalized_term,category,confidence,reason,table_count,total_occurrences,header_table_count,title_table_count,cell_table_count,unit_context_table_count,measure_context_table_count,generic_context_table_count,unit_only_table_count,measure_only_table_count,generic_only_table_count,mixed_context_table_count,unit_lexical_match,measure_lexical_match,sources,columns
Percentage of households,percentage of households,unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,3066,0,0,12,12,0,1,11,0,0,1,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
MIO_EUR,mio_eur,unit,high,Predominantly appears exclusively in unit columns.,12,1576,0,0,12,12,0,0,12,0,0,0,False,False,cell,unit
Percentage of total employment,percentage of total employment,unit,high,Matches a unit pattern and appears exclusively in unit columns.,12,869,0,0,12,12,0,1,11,0,0,1,True,True,cell,Geopolitical entity (reporting)|Unit of measure
PC,pc,unit,high,Predominantly appears exclusively in unit columns.,11,2800,0,0,11,11,0,1,10,0,0,1,False,False,cell,Geopolitical entity (reporting)|Unit of measure|unit
Percentage of disposable income,percentage of disposable income,unit,high,Matches a unit pattern and appears exclusively in unit columns.,10,3554,0,0,10,10,0,0,10,0,0,0,True,True,cell,Unit of measure
Time spent (hh:mm),time spent (hh:mm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,10,892,0,0,10,9,0,1,9,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Tonne,tonne,unit,high,Matches a unit pattern and appears exclusively in unit columns.,10,728,0,0,10,10,0,0,10,0,0,0,True,False,cell,Unit of measure
Ratio,ratio,unit,high,Predominantly appears exclusively in unit columns.,10,549,0,0,10,10,0,0,10,0,0,0,False,True,cell,Unit of measure
"Current prices, million euro","current prices, million euro",unit,high,Matches a unit pattern and appears exclusively in unit columns.,10,399,0,0,10,10,0,0,10,0,0,0,True,True,cell,Unit of measure
"Index, 2000=100","index, 2000=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,10,319,0,0,10,10,0,0,10,0,0,0,True,False,cell,Unit of measure
Growth rate on the same quarter in previous year,growth rate on the same quarter in previous year,unit,high,Predominantly appears exclusively in unit columns.,10,101,0,0,10,10,0,0,10,0,0,0,False,True,cell,Unit of measure
Rolling 4-quarter growth rate,rolling 4-quarter growth rate,unit,high,Predominantly appears exclusively in unit columns.,10,101,0,0,10,10,0,0,10,0,0,0,False,True,cell,Unit of measure
Participation rate (%),participation rate (%),unit,high,Predominantly appears exclusively in unit columns.,9,836,0,0,9,8,0,1,8,0,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Participation time (hh:mm),participation time (hh:mm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,9,836,0,0,9,8,0,1,8,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Million cubic metres,million cubic metres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,9,723,0,0,9,8,0,1,8,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Millions of passenger-kilometres,millions of passenger-kilometres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,9,549,0,0,9,9,0,0,9,0,0,0,True,False,cell,Unit of measure
Thousand heads (animals),thousand heads (animals),unit,high,Predominantly appears exclusively in unit columns.,9,364,0,0,9,9,0,0,9,0,0,0,False,False,cell,Unit of measure
Percentage point change (t-(t-3)),percentage point change (t-(t-3)),unit,high,Matches a unit pattern and appears exclusively in unit columns.,9,319,0,0,9,9,0,1,8,0,0,1,True,False,cell,Geopolitical entity (reporting)|Unit of measure
Percentage change (t/t-1),percentage change (t/t-1),unit,high,Matches a unit pattern and appears exclusively in unit columns.,9,249,0,0,9,9,0,0,9,0,0,0,True,False,cell,Unit of measure
Trade balance in million ECU/EURO,trade balance in million ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,9,170,0,0,9,0,9,0,0,9,0,0,True,False,cell,External trade indicator
Per million inhabitants,per million inhabitants,unit,high,Predominantly appears exclusively in unit columns.,8,1191,0,0,8,8,0,0,8,0,0,0,False,False,cell,Unit of measure
Rating (0-10),rating (0-10),unit,high,Predominantly appears exclusively in unit columns.,8,878,0,0,8,8,0,0,8,0,0,0,False,False,cell,Unit of measure
Kilograms per capita,kilograms per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,8,328,0,0,8,8,0,0,8,0,0,0,True,False,cell,Unit of measure
Exports in million of ECU/EURO,exports in million of ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,8,141,0,0,8,0,8,0,0,8,0,0,True,False,cell,External trade indicator
Imports in million of ECU/EURO,imports in million of ecu/euro,unit,medium,Matches a unit pattern but appears in a mixed context.,8,141,0,0,8,0,8,0,0,8,0,0,True,False,cell,External trade indicator
Sum of the last 4 quarters (in thousand tonnes),sum of the last 4 quarters (in thousand tonnes),unit,high,Matches a unit pattern and appears exclusively in unit columns.,8,85,0,0,8,8,0,0,8,0,0,0,True,False,cell,Unit of measure
Hectare,hectare,unit,high,Matches a unit pattern and appears exclusively in unit columns.,7,3334,0,0,7,7,0,1,6,0,0,1,True,False,cell,Geopolitical entity (reporting)|Unit of measure
Purchasing power standard (PPS),purchasing power standard (pps),unit,high,Matches a unit pattern and appears exclusively in unit columns.,7,1643,0,0,7,7,0,1,6,0,0,1,True,False,cell,Geopolitical entity (reporting)|Unit of measure
Thousand tonnes of oil equivalent,thousand tonnes of oil equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,7,286,0,0,7,6,0,1,6,0,1,0,True,False,cell,Geopolitical entity (reporting)|Unit of measure
Annual average rate of change,annual average rate of change,unit,high,Predominantly appears exclusively in unit columns.,7,216,0,0,7,7,0,0,7,0,0,0,False,True,cell,Unit of measure
Percentage change (t/t-3),percentage change (t/t-3),unit,high,Matches a unit pattern and appears exclusively in unit columns.,7,197,0,0,7,7,0,0,7,0,0,0,True,False,cell,Unit of measure
NR,nr,unit,high,Predominantly appears exclusively in unit columns.,6,1204,0,0,6,6,0,0,6,0,0,0,False,False,cell,Unit of measure|unit
Thousand hectares,thousand hectares,unit,high,Matches a unit pattern and appears exclusively in unit columns.,6,799,0,0,6,5,0,1,5,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Current prices, million units of national currency","current prices, million units of national currency",unit,high,Matches a unit pattern and appears exclusively in unit columns.,6,132,0,0,6,6,0,0,6,0,0,0,True,True,cell,Unit of measure
Per thousand inhabitants,per thousand inhabitants,unit,high,Predominantly appears exclusively in unit columns.,5,818,0,0,5,4,0,1,4,0,1,0,False,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Thousand passengers,thousand passengers,unit,high,Predominantly appears exclusively in unit columns.,5,402,0,0,5,5,0,0,5,0,0,0,False,False,cell,Unit of measure
Number per inhabitant,number per inhabitant,unit,high,Predominantly appears exclusively in unit columns.,5,305,0,0,5,5,0,0,5,0,0,0,False,False,cell,Unit of measure
Percentage change on previous period,percentage change on previous period,unit,high,Matches a unit pattern and appears exclusively in unit columns.,5,150,0,0,5,5,0,0,5,0,0,0,True,False,cell,Unit of measure
TLW,tlw,unit,high,Predominantly appears exclusively in unit columns.,4,333,0,0,4,4,0,0,4,0,0,0,False,False,cell,unit
Tonnes live weight,tonnes live weight,unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,321,0,0,4,4,0,0,4,0,0,0,True,False,cell,Unit of measure
Percentage of total expenditure,percentage of total expenditure,unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,238,0,0,4,4,0,0,4,0,0,0,True,True,cell,Unit of measure
Percentual share of total current health expenditure (CHE),percentual share of total current health expenditure (che),unit,high,Predominantly appears exclusively in unit columns.,4,210,0,0,4,3,0,1,3,0,1,0,False,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Euro per inhabitant,euro per inhabitant,unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,206,0,0,4,3,0,1,3,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Thousand twenty-foot equivalent unit (TEU),thousand twenty-foot equivalent unit (teu),unit,high,Predominantly appears exclusively in unit columns.,4,201,0,0,4,4,0,0,4,0,0,0,False,False,cell,Unit of measure
"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices","percentage of eu27 (from 2020) total (based on million purchasing power standards), current prices",unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,156,0,0,4,3,0,1,3,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Bedplaces,bedplaces,unit,high,Predominantly appears exclusively in unit columns.,4,130,0,0,4,3,0,1,3,0,1,0,False,False,cell,Accommodation unit|Mode of accommodation
Tonnes per capita,tonnes per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,129,0,0,4,4,0,0,4,0,0,0,True,False,cell,Unit of measure
Thousand tonne-kilometre (TKM),thousand tonne-kilometre (tkm),unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,128,0,0,4,3,0,1,3,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Chain linked volumes, percentage change on previous period","chain linked volumes, percentage change on previous period",unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,85,0,0,4,4,0,0,4,0,0,0,True,False,cell,Unit of measure
Currency and deposits,currency and deposits,unit,high,Matches a unit pattern and appears exclusively in unit columns.,4,35,0,0,4,1,0,3,1,0,3,0,True,False,cell,National accounts indicator (ESA 2010)|Unit of measure
Cadca - St. Hr. (Km 286. 5 ),cadca - st. hr. (km 286. 5 ),unit,medium,Matches a unit pattern but appears in a mixed context.,4,18,0,0,4,1,0,4,0,0,3,1,True,False,cell,Categorisation of active substances for harmonised risk indicator|Rail network Segment (2015)|Rail network segment (2010)|Rail network segment (2020)|Unit of measure
St. Hr. (Km 286. 5 ) - Cadca,st. hr. (km 286. 5 ) - cadca,unit,medium,Matches a unit pattern but appears in a mixed context.,4,18,0,0,4,1,0,4,0,0,3,1,True,False,cell,Categorisation of active substances for harmonised risk indicator|Rail network Segment (2015)|Rail network segment (2010)|Rail network segment (2020)|Unit of measure
Cubic metres per inhabitant,cubic metres per inhabitant,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,456,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Percentage of women,percentage of women,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,440,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
Purchasing power standard (PPS) per inhabitant,purchasing power standard (pps) per inhabitant,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,430,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Passenger,passenger,unit,high,Predominantly appears exclusively in unit columns.,3,247,0,0,3,3,0,0,3,0,0,0,False,False,cell,Unit of measure
400 trees per hectare or over,400 trees per hectare or over,unit,medium,Matches a unit pattern but appears in a mixed context.,3,246,0,0,3,0,0,3,0,0,3,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Plantation density
1 500 kg or over,1 500 kg or over,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,212,0,0,3,1,0,2,1,0,2,0,True,False,cell,Unit of measure|Weight
EUR,eur,unit,high,Predominantly appears exclusively in unit columns.,3,191,0,0,3,3,0,0,3,0,0,0,False,False,cell,currency|unit
Thousand cubic metres,thousand cubic metres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,174,0,0,3,3,0,1,2,0,0,1,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Percentage of persons employed and previously employed within 12 months,percentage of persons employed and previously employed within 12 months,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,168,0,0,3,2,0,1,2,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Square metres per capita,square metres per capita,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,128,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Index, 2012=100","index, 2012=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,116,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Percentage of government expenditure,percentage of government expenditure,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,115,0,0,3,2,0,1,2,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Current prices, euro per capita","current prices, euro per capita",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,112,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
Percentage of total utilised agricultural area,percentage of total utilised agricultural area,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,99,0,0,3,2,0,1,2,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Quarterly index, 2015=100","quarterly index, 2015=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,99,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
"Annual average index, 2015=100","annual average index, 2015=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,98,0,0,3,3,0,0,3,0,0,0,True,True,cell,Unit of measure
"Index, 2009=100","index, 2009=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,96,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Percentage change on previous period (based on persons),percentage change on previous period (based on persons),unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,95,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
Persons per square kilometre,persons per square kilometre,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,85,0,0,3,2,0,1,2,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
"Country weights for the euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)","country weights for the euro area (ea11-1999, ea12-2001, ea13-2007, ea15-2008, ea16-2009, ea17-2011, ea18-2014, ea19-2015, ea20-2023)",unit,medium,Matches a unit pattern but appears in a mixed context.,3,79,0,0,3,0,2,1,0,2,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Statistical information
Milligrams per litre,milligrams per litre,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,66,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
Annual average index,annual average index,unit,high,Predominantly appears exclusively in unit columns.,3,56,0,0,3,3,0,0,3,0,0,0,False,True,cell,Unit of measure
"Index, 2015=100 (NSA)","index, 2015=100 (nsa)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,38,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
Million tonnes,million tonnes,unit,high,Matches a unit pattern and appears exclusively in unit columns.,3,35,0,0,3,3,0,0,3,0,0,0,True,False,cell,Unit of measure
Tonnes product weight,tonnes product weight,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,492,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
PPS_AE,pps_ae,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,458,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure|unit
PPS_HH,pps_hh,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,458,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure|unit
Square metre,square metre,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,432,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Kilogram,kilogram,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,360,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Head count,head count,unit,high,Predominantly appears exclusively in unit columns.,2,344,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure
PER,per,unit,high,Predominantly appears exclusively in unit columns.,2,336,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure|unit
Thousand TEU-kilometres,thousand teu-kilometres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,288,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Change in stock of goods - million euro,change in stock of goods - million euro,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,256,0,0,2,1,1,0,1,1,0,0,True,False,cell,Economical indicator for structural business statistics|Unit of measure
Change in stock of goods for resale - million euro,change in stock of goods for resale - million euro,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,240,0,0,2,1,1,0,1,1,0,0,True,False,cell,Economical indicator for structural business statistics|Unit of measure
THS,ths,unit,high,Predominantly appears exclusively in unit columns.,2,230,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure|unit
Thousand train-kilometres,thousand train-kilometres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,212,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Tonnes per hectare,tonnes per hectare,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,174,0,0,2,1,0,1,1,0,1,0,True,False,cell,Geopolitical entity (reporting)|Unit of measure
Megajoule per tonne (net calorific value - NCV),megajoule per tonne (net calorific value - ncv),unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,164,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Purchasing Power Standard,purchasing power standard,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,144,0,0,2,2,0,0,2,0,0,0,True,False,cell,Currency
Percentage change compared to same period in previous year,percentage change compared to same period in previous year,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,136,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Percentage of persons reporting an accident,percentage of persons reporting an accident,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,132,0,0,2,1,0,1,1,0,1,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
1 500 trees per hectare or over,1 500 trees per hectare or over,unit,medium,Matches a unit pattern but appears in a mixed context.,2,128,0,0,2,0,0,2,0,0,2,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Plantation density
Thousand litres,thousand litres,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,102,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
10 percent or over,10 percent or over,unit,medium,Matches a unit pattern but appears in a mixed context.,2,100,0,0,2,0,0,2,0,0,2,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Size classes in percentage
Euro per billion GDP,euro per billion gdp,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,100,0,0,2,2,0,0,2,0,0,0,True,True,cell,Unit of measure
750 kg or less,750 kg or less,unit,medium,Matches a unit pattern but appears in a mixed context.,2,97,0,0,2,0,0,2,0,0,2,0,True,False,cell,Weight
Euro per adult equivalent,euro per adult equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,94,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Euro per household,euro per household,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,94,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Purchasing power standard (PPS) per adult equivalent,purchasing power standard (pps) per adult equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,94,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Purchasing power standard (PPS) per household,purchasing power standard (pps) per household,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,94,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Purchasing power standard (PPS) per billion GDP,purchasing power standard (pps) per billion gdp,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,92,0,0,2,2,0,0,2,0,0,0,True,True,cell,Unit of measure
National currency per hectare,national currency per hectare,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,91,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Euro per hectare,euro per hectare,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,89,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
20 000 kg or less,20 000 kg or less,unit,medium,Matches a unit pattern but appears in a mixed context.,2,86,0,0,2,0,0,2,0,0,2,0,True,False,cell,Weight
Volume indices of real expenditure per capita (in PPS_EU27_2020=100),volume indices of real expenditure per capita (in pps_eu27_2020=100),unit,medium,Matches a unit pattern but appears in a mixed context.,2,86,0,0,2,0,0,2,0,0,2,0,True,True,cell,National accounts indicator (ESA 2010)
Consumption 15 000 kWh or over - band DE,consumption 15 000 kwh or over - band de,unit,medium,Matches a unit pattern but appears in a mixed context.,2,84,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 1 000 kWh to 2 499 kWh - band DB,consumption from 1 000 kwh to 2 499 kwh - band db,unit,medium,Matches a unit pattern but appears in a mixed context.,2,84,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 2 500 kWh to 4 999 kWh - band DC,consumption from 2 500 kwh to 4 999 kwh - band dc,unit,medium,Matches a unit pattern but appears in a mixed context.,2,84,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 5 000 kWh to 14 999 kWh - band DD,consumption from 5 000 kwh to 14 999 kwh - band dd,unit,medium,Matches a unit pattern but appears in a mixed context.,2,84,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption less than 1 000 kWh - band DA,consumption less than 1 000 kwh - band da,unit,medium,Matches a unit pattern but appears in a mixed context.,2,84,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Building permits - m2 of useful floor area,building permits - m2 of useful floor area,unit,medium,Matches a unit pattern but appears in a mixed context.,2,83,0,0,2,0,2,0,0,2,0,0,True,False,cell,Business trend indicator
Consumption from 2 000 MWh to 19 999 MWh - band ID,consumption from 2 000 mwh to 19 999 mwh - band id,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 20 000 MWh to 69 999 MWh - band IE,consumption from 20 000 mwh to 69 999 mwh - band ie,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 20 MWh to 499 MWh - band IB,consumption from 20 mwh to 499 mwh - band ib,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 500 MWh to 1 999 MWh - band IC,consumption from 500 mwh to 1 999 mwh - band ic,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption from 70 000 MWh to 149 999 MWh - band IF,consumption from 70 000 mwh to 149 999 mwh - band if,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Consumption less than 20 MWh - band IA,consumption less than 20 mwh - band ia,unit,medium,Matches a unit pattern but appears in a mixed context.,2,82,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Moving 12-months average rate of change,moving 12-months average rate of change,unit,high,Predominantly appears exclusively in unit columns.,2,82,0,0,2,2,0,0,2,0,0,0,False,True,cell,Unit of measure
"Chain linked volumes, percentage change on previous period, per capita","chain linked volumes, percentage change on previous period, per capita",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,78,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
"Index, 2006=100","index, 2006=100",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,78,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
National currency per adult equivalent,national currency per adult equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,78,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
National currency per household,national currency per household,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,78,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Percentage of individuals who used internet within the last year,percentage of individuals who used internet within the last year,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,78,0,0,2,1,0,1,1,0,1,0,True,True,cell,Geopolitical entity (reporting)|Unit of measure
Bedrooms,bedrooms,unit,high,Predominantly appears exclusively in unit columns.,2,77,0,0,2,2,0,0,2,0,0,0,False,False,cell,Accommodation unit
Consumption 150 000 MWh or over - band IG,consumption 150 000 mwh or over - band ig,unit,medium,Matches a unit pattern but appears in a mixed context.,2,76,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Energy consumption
Euro per kilogram of oil equivalent (KGOE),euro per kilogram of oil equivalent (kgoe),unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,76,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Gigawatt-hour,gigawatt-hour,unit,high,Predominantly appears exclusively in unit columns.,2,76,0,0,2,2,0,0,2,0,0,0,False,False,cell,Unit of measure
"Kilograms per thousand euro, chain linked volumes (2010)","kilograms per thousand euro, chain linked volumes (2010)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,76,0,0,2,1,0,1,1,0,1,0,True,False,cell,Categorisation of active substances for harmonised risk indicator|Unit of measure
Gross social protection - percentage of GDP,gross social protection - percentage of gdp,unit,medium,Matches a unit pattern but appears in a mixed context.,2,74,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Social protection indicators
Net social protection - percentage of GDP,net social protection - percentage of gdp,unit,medium,Matches a unit pattern but appears in a mixed context.,2,74,0,0,2,0,0,2,0,0,2,0,True,True,cell,Categorisation of active substances for harmonised risk indicator|Social protection indicators
Purchasing power standard (PPS) per kilogram of oil equivalent,purchasing power standard (pps) per kilogram of oil equivalent,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,74,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
15 000 kg or over,15 000 kg or over,unit,medium,Matches a unit pattern but appears in a mixed context.,2,73,0,0,2,0,0,2,0,0,2,0,True,False,cell,Weight
Percentage of enterprises,percentage of enterprises,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,73,0,0,2,2,0,0,2,0,0,0,True,True,cell,Unit of measure
"Euro per kilogram, chain linked volumes (2015)","euro per kilogram, chain linked volumes (2015)",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,72,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
Purchasing power standard (PPS) per kilogram,purchasing power standard (pps) per kilogram,unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,72,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
"Purchasing power standard (PPS, EU27 from 2020), per inhabitant","purchasing power standard (pps, eu27 from 2020), per inhabitant",unit,high,Matches a unit pattern and appears exclusively in unit columns.,2,70,0,0,2,2,0,0,2,0,0,0,True,False,cell,Unit of measure
